,,,SSR-A_SBE,SSR-A_DBE,SSR-B_SBE,SSR-B_DBE,
1857107605,6EB13695,2016-310T06,16,0,18,0,
1857111205,6EB144A5,2016-310T07,24,0,10,0,
1857114805,6EB152B5,2016-310T08,20,1,13,0,
1857118405,6EB160C5,2016-310T09,22,0,18,0,
1857122005,6EB16ED5,2016-310T10,25,0,9,0,
1857125605,6EB17CE5,2016-310T11,24,0,10,0,APOAPSIS
1857129205,6EB18AF5,2016-310T12,19,0,18,0,
1857132805,6EB19905,2016-310T13,23,0,11,0,
1857136405,6EB1A715,2016-310T14,32,0,13,0,
1857140005,6EB1B525,2016-310T15,26,0,12,0,
1857143605,6EB1C335,2016-310T16,21,0,13,0,
1857147205,6EB1D145,2016-310T17,19,0,8,0,
1857150805,6EB1DF55,2016-310T18,21,1,18,0,
1857154405,6EB1ED65,2016-310T19,19,0,17,0,
1857158005,6EB1FB75,2016-310T20,25,0,15,0,
1857161605,6EB20985,2016-310T21,21,0,13,0,
1857165205,6EB21795,2016-310T22,18,0,9,1,
1857168805,6EB225A5,2016-310T23,14,0,13,0,
1857172405,6EB233B5,2016-311T00,19,0,15,0,
1857176005,6EB241C5,2016-311T01,22,0,7,0,
1857179605,6EB24FD5,2016-311T02,25,0,13,0,
1857183205,6EB25DE5,2016-311T03,24,1,24,0,
1857186805,6EB26BF5,2016-311T04,25,0,13,0,
1857190405,6EB27A05,2016-311T05,22,0,12,0,
1857194005,6EB28815,2016-311T06,26,0,17,0,
1857197605,6EB29625,2016-311T07,23,0,17,0,
1857201205,6EB2A435,2016-311T08,24,0,16,0,
1857204805,6EB2B245,2016-311T09,27,0,11,0,
1857208405,6EB2C055,2016-311T10,23,2,22,2,
1857212005,6EB2CE65,2016-311T11,15,1,11,0,
1857215605,6EB2DC75,2016-311T12,17,1,19,0,
1857219205,6EB2EA85,2016-311T13,21,0,19,0,
1857222805,6EB2F895,2016-311T14,22,0,14,0,
1857226405,6EB306A5,2016-311T15,17,0,11,1,
1857230005,6EB314B5,2016-311T16,20,0,10,0,
1857233605,6EB322C5,2016-311T17,15,0,11,0,
1857237205,6EB330D5,2016-311T18,46,1,10,0,
1857240805,6EB33EE5,2016-311T19,24,0,20,0,
1857244405,6EB34CF5,2016-311T20,20,0,15,0,
1857248005,6EB35B05,2016-311T21,18,0,11,0,
1857251605,6EB36915,2016-311T22,13,0,11,0,
1857255205,6EB37725,2016-311T23,24,0,14,0,
1857258805,6EB38535,2016-312T00,26,0,18,0,
1857262405,6EB39345,2016-312T01,48,0,13,0,
1857266005,6EB3A155,2016-312T02,27,0,11,0,
1857269605,6EB3AF65,2016-312T03,27,0,8,0,
1857273205,6EB3BD75,2016-312T04,24,1,15,0,
1857276805,6EB3CB85,2016-312T05,22,0,19,0,
1857280405,6EB3D995,2016-312T06,27,0,19,0,
1857284005,6EB3E7A5,2016-312T07,18,0,19,2,
1857287605,6EB3F5B5,2016-312T08,18,0,2,0,
1857291205,6EB403C5,2016-312T09,19,0,10,0,
1857294805,6EB411D5,2016-312T10,16,0,10,0,
1857298405,6EB41FE5,2016-312T11,26,0,9,0,
1857302005,6EB42DF5,2016-312T12,24,0,9,1,
1857305605,6EB43C05,2016-312T13,24,0,13,0,
1857309205,6EB44A15,2016-312T14,16,0,14,0,
1857312805,6EB45825,2016-312T15,25,1,13,0,
1857316405,6EB46635,2016-312T16,28,0,10,0,
1857320005,6EB47445,2016-312T17,27,0,16,1,
1857323605,6EB48255,2016-312T18,18,0,24,0,
1857327205,6EB49065,2016-312T19,22,0,24,2,
1857330805,6EB49E75,2016-312T20,16,0,12,0,
1857334405,6EB4AC85,2016-312T21,16,0,14,0,
1857338005,6EB4BA95,2016-312T22,27,0,12,0,
1857341605,6EB4C8A5,2016-312T23,23,0,14,0,
1857345205,6EB4D6B5,2016-313T00,22,0,11,0,
1857348805,6EB4E4C5,2016-313T01,19,1,21,0,
1857352405,6EB4F2D5,2016-313T02,19,0,23,0,
1857356005,6EB500E5,2016-313T03,26,0,19,1,
1857359605,6EB50EF5,2016-313T04,26,0,20,3,
1857363205,6EB51D05,2016-313T05,15,0,25,0,
1857366805,6EB52B15,2016-313T06,23,1,15,1,
1857370405,6EB53925,2016-313T07,17,0,15,0,
1857374005,6EB54735,2016-313T08,25,0,16,0,
1857377605,6EB55545,2016-313T09,17,0,17,0,
1857381205,6EB56355,2016-313T10,30,1,15,0,
1857384805,6EB57165,2016-313T11,17,0,16,0,
1857388405,6EB57F75,2016-313T12,24,0,5,0,
1857392005,6EB58D85,2016-313T13,16,0,12,1,
1857395605,6EB59B95,2016-313T14,19,0,10,0,
1857399205,6EB5A9A5,2016-313T15,25,0,10,0,
1857402805,6EB5B7B5,2016-313T16,16,1,12,0,
1857406405,6EB5C5C5,2016-313T17,25,1,14,0,
1857410005,6EB5D3D5,2016-313T18,18,0,11,0,
1857413605,6EB5E1E5,2016-313T19,19,0,16,0,
1857417205,6EB5EFF5,2016-313T20,15,0,17,0,
1857420805,6EB5FE05,2016-313T21,21,0,11,0,
1857424405,6EB60C15,2016-313T22,25,0,14,0,
1857428005,6EB61A25,2016-313T23,17,0,15,0,
1857431605,6EB62835,2016-314T00,21,0,15,0,
1857435205,6EB63645,2016-314T01,20,0,20,0,
1857438805,6EB64455,2016-314T02,18,0,18,1,
1857442405,6EB65265,2016-314T03,21,0,9,0,
1857446005,6EB66075,2016-314T04,19,0,15,0,
1857449605,6EB66E85,2016-314T05,26,0,14,0,
1857453205,6EB67C95,2016-314T06,26,1,12,0,
1857456805,6EB68AA5,2016-314T07,25,0,8,0,
1857460405,6EB698B5,2016-314T08,24,0,18,0,
1857464005,6EB6A6C5,2016-314T09,21,0,15,0,
1857467605,6EB6B4D5,2016-314T10,26,0,15,0,
1857471205,6EB6C2E5,2016-314T11,16,0,12,0,
1857474805,6EB6D0F5,2016-314T12,20,0,18,0,
1857478405,6EB6DF05,2016-314T13,15,0,7,0,
1857482005,6EB6ED15,2016-314T14,18,0,18,0,
1857485605,6EB6FB25,2016-314T15,31,1,20,0,
1857489205,6EB70935,2016-314T16,23,1,14,0,
1857492805,6EB71745,2016-314T17,20,0,15,0,
1857496405,6EB72555,2016-314T18,21,0,7,0,
1857500005,6EB73365,2016-314T19,22,0,13,1,
1857503605,6EB74175,2016-314T20,16,0,11,0,
1857507205,6EB74F85,2016-314T21,21,0,13,0,
1857510805,6EB75D95,2016-314T22,25,0,14,0,
1857514405,6EB76BA5,2016-314T23,20,0,3,2,
1857518005,6EB779B5,2016-315T00,10,0,18,0,
1857521605,6EB787C5,2016-315T01,34,0,13,1,
1857525205,6EB795D5,2016-315T02,19,0,10,0,
1857528805,6EB7A3E5,2016-315T03,14,0,9,1,
1857532405,6EB7B1F5,2016-315T04,16,0,14,0,
1857536005,6EB7C005,2016-315T05,8,0,9,0,
1857539605,6EB7CE15,2016-315T06,12,0,6,0,PERIAPSIS
1857543205,6EB7DC25,2016-315T07,19,0,15,0,
1857546805,6EB7EA35,2016-315T08,20,0,12,0,
1857550405,6EB7F845,2016-315T09,8,1,16,1,
1857554005,6EB80655,2016-315T10,15,0,18,0,
1857557605,6EB81465,2016-315T11,10,1,11,0,
1857561205,6EB82275,2016-315T12,25,0,19,2,
1857564805,6EB83085,2016-315T13,18,0,17,0,
1857568405,6EB83E95,2016-315T14,11,0,13,0,
1857572005,6EB84CA5,2016-315T15,16,1,20,0,
1857575605,6EB85AB5,2016-315T16,10,0,28,0,
1857579205,6EB868C5,2016-315T17,18,0,12,1,
1857582805,6EB876D5,2016-315T18,11,1,13,0,
1857586405,6EB884E5,2016-315T19,17,0,13,0,
1857590005,6EB892F5,2016-315T20,16,2,12,0,
1857593605,6EB8A105,2016-315T21,15,3,18,0,
1857597205,6EB8AF15,2016-315T22,18,1,15,1,
1857600805,6EB8BD25,2016-315T23,11,3,16,1,
1857604405,6EB8CB35,2016-316T00,14,0,12,0,
1857608005,6EB8D945,2016-316T01,25,0,23,1,
1857611605,6EB8E755,2016-316T02,8,0,10,0,
1857615205,6EB8F565,2016-316T03,21,0,13,0,
1857618805,6EB90375,2016-316T04,18,0,18,0,
1857622405,6EB91185,2016-316T05,20,0,16,0,
1857626005,6EB91F95,2016-316T06,18,0,16,0,
1857629605,6EB92DA5,2016-316T07,20,0,16,1,
1857633205,6EB93BB5,2016-316T08,21,0,17,0,
1857636805,6EB949C5,2016-316T09,23,0,13,0,
1857640405,6EB957D5,2016-316T10,14,0,14,0,
1857644005,6EB965E5,2016-316T11,15,0,14,0,
1857647605,6EB973F5,2016-316T12,12,1,20,1,
1857651205,6EB98205,2016-316T13,22,3,13,0,
1857654805,6EB99015,2016-316T14,13,0,17,0,
1857658405,6EB99E25,2016-316T15,21,0,11,0,
1857662005,6EB9AC35,2016-316T16,10,0,9,0,
1857665605,6EB9BA45,2016-316T17,12,0,12,1,
1857669205,6EB9C855,2016-316T18,21,0,15,0,
1857672805,6EB9D665,2016-316T19,14,0,8,0,
1857676405,6EB9E475,2016-316T20,13,0,12,0,
1857680005,6EB9F285,2016-316T21,9,0,14,0,
1857683605,6EBA0095,2016-316T22,10,0,26,2,
1857687205,6EBA0EA5,2016-316T23,24,0,10,0,
1857690805,6EBA1CB5,2016-317T00,14,1,9,0,
1857694405,6EBA2AC5,2016-317T01,16,0,16,0,
1857698005,6EBA38D5,2016-317T02,16,0,21,0,
1857701605,6EBA46E5,2016-317T03,15,0,16,0,
1857705205,6EBA54F5,2016-317T04,19,0,13,0,
1857708805,6EBA6305,2016-317T05,18,0,6,0,
1857712405,6EBA7115,2016-317T06,11,1,13,0,
1857716005,6EBA7F25,2016-317T07,15,1,18,0,
1857719605,6EBA8D35,2016-317T08,17,0,18,0,
1857723205,6EBA9B45,2016-317T09,12,0,15,0,
1857726805,6EBAA955,2016-317T10,12,0,15,0,
1857730405,6EBAB765,2016-317T11,18,0,19,0,
1857734005,6EBAC575,2016-317T12,25,0,14,0,
1857737605,6EBAD385,2016-317T13,17,0,15,0,
1857741205,6EBAE195,2016-317T14,22,1,18,0,
1857744805,6EBAEFA5,2016-317T15,22,0,14,0,
1857748405,6EBAFDB5,2016-317T16,15,0,14,0,
1857752005,6EBB0BC5,2016-317T17,9,0,22,0,
1857755605,6EBB19D5,2016-317T18,14,0,14,0,
1857759205,6EBB27E5,2016-317T19,21,0,17,0,
1857762805,6EBB35F5,2016-317T20,18,0,10,0,
1857766405,6EBB4405,2016-317T21,16,1,11,0,
1857770005,6EBB5215,2016-317T22,17,1,15,0,
1857773605,6EBB6025,2016-317T23,16,1,19,0,
1857777205,6EBB6E35,2016-318T00,27,1,18,0,
1857780805,6EBB7C45,2016-318T01,17,0,21,0,
1857784405,6EBB8A55,2016-318T02,3,0,14,0,
1857788005,6EBB9865,2016-318T03,21,0,33,0,
1857791605,6EBBA675,2016-318T04,19,0,26,1,
1857795205,6EBBB485,2016-318T05,24,0,18,0,
1857798805,6EBBC295,2016-318T06,12,0,26,1,
1857802405,6EBBD0A5,2016-318T07,13,0,21,0,
1857806005,6EBBDEB5,2016-318T08,13,0,28,0,
1857809605,6EBBECC5,2016-318T09,13,0,14,0,
1857813205,6EBBFAD5,2016-318T10,15,0,14,0,
1857816805,6EBC08E5,2016-318T11,10,0,21,0,
1857820405,6EBC16F5,2016-318T12,17,0,17,0,
1857824005,6EBC2505,2016-318T13,16,0,25,0,
1857827605,6EBC3315,2016-318T14,11,0,21,0,
1857831205,6EBC4125,2016-318T15,13,0,35,1,
1857834805,6EBC4F35,2016-318T16,14,0,19,0,
1857838405,6EBC5D45,2016-318T17,19,0,15,0,
1857842005,6EBC6B55,2016-318T18,25,0,29,0,
1857845605,6EBC7965,2016-318T19,21,0,17,0,
1857849205,6EBC8775,2016-318T20,14,1,18,0,
1857852805,6EBC9585,2016-318T21,10,0,19,0,
1857856405,6EBCA395,2016-318T22,11,1,18,0,
1857860005,6EBCB1A5,2016-318T23,10,0,19,1,
1857863605,6EBCBFB5,2016-319T00,11,1,19,0,
1857867205,6EBCCDC5,2016-319T01,10,0,24,0,
1857870805,6EBCDBD5,2016-319T02,11,0,17,0,
1857874405,6EBCE9E5,2016-319T03,10,0,26,1,
1857878005,6EBCF7F5,2016-319T04,9,0,14,0,
1857881605,6EBD0605,2016-319T05,19,0,30,1,
1857885205,6EBD1415,2016-319T06,22,1,30,0,
1857888805,6EBD2225,2016-319T07,13,0,20,0,
1857892405,6EBD3035,2016-319T08,15,0,19,0,
1857896005,6EBD3E45,2016-319T09,19,0,19,0,APOAPSIS
1857899605,6EBD4C55,2016-319T10,20,0,17,0,
1857903205,6EBD5A65,2016-319T11,15,0,27,0,
1857906805,6EBD6875,2016-319T12,18,0,16,0,
1857910405,6EBD7685,2016-319T13,10,1,27,0,
1857914005,6EBD8495,2016-319T14,13,1,21,0,
1857917605,6EBD92A5,2016-319T15,13,1,23,0,
1857921205,6EBDA0B5,2016-319T16,35,1,22,1,
1857924805,6EBDAEC5,2016-319T17,10,0,18,1,
1857928405,6EBDBCD5,2016-319T18,17,0,29,0,
1857932005,6EBDCAE5,2016-319T19,22,1,25,0,
1857935605,6EBDD8F5,2016-319T20,18,0,23,0,
1857939205,6EBDE705,2016-319T21,15,2,24,0,
1857942805,6EBDF515,2016-319T22,16,0,29,0,
1857946405,6EBE0325,2016-319T23,28,0,23,0,
1857950005,6EBE1135,2016-320T00,19,0,31,0,
1857953605,6EBE1F45,2016-320T01,12,1,24,0,
1857957205,6EBE2D55,2016-320T02,12,0,29,0,
1857960805,6EBE3B65,2016-320T03,15,0,26,0,
1857964405,6EBE4975,2016-320T04,22,0,22,0,
1858072405,6EBFEF55,2016-321T10,3,0,2,0,
1858076005,6EBFFD65,2016-321T11,13,1,13,1,
1858079605,6EC00B75,2016-321T12,14,0,27,0,
1858083205,6EC01985,2016-321T13,19,0,16,1,
1858086805,6EC02795,2016-321T14,13,0,20,0,
1858090405,6EC035A5,2016-321T15,14,0,17,0,
1858094005,6EC043B5,2016-321T16,12,0,22,0,
1858097605,6EC051C5,2016-321T17,8,0,26,0,
1858101205,6EC05FD5,2016-321T18,12,0,24,1,
1858104805,6EC06DE5,2016-321T19,14,0,31,0,
1858108405,6EC07BF5,2016-321T20,23,0,20,0,
1858112005,6EC08A05,2016-321T21,15,1,13,0,
1858115605,6EC09815,2016-321T22,15,2,26,0,
1858119205,6EC0A625,2016-321T23,43,2,16,0,
1858122805,6EC0B435,2016-322T00,34,1,21,1,
1858126405,6EC0C245,2016-322T01,15,0,24,0,
1858130005,6EC0D055,2016-322T02,21,2,25,1,
1858133605,6EC0DE65,2016-322T03,10,2,23,0,
1858137205,6EC0EC75,2016-322T04,16,0,24,0,
1858140805,6EC0FA85,2016-322T05,14,2,19,0,
1858144405,6EC10895,2016-322T06,14,0,22,0,
1858148005,6EC116A5,2016-322T07,19,0,22,0,
1858151605,6EC124B5,2016-322T08,9,0,28,1,
1858155205,6EC132C5,2016-322T09,17,0,20,0,
1858158805,6EC140D5,2016-322T10,12,0,19,0,
1858162405,6EC14EE5,2016-322T11,18,0,26,2,
1858166005,6EC15CF5,2016-322T12,15,0,16,0,
1858169605,6EC16B05,2016-322T13,14,0,12,0,
1858173205,6EC17915,2016-322T14,20,1,18,0,
1858176805,6EC18725,2016-322T15,21,0,11,0,
1858180405,6EC19535,2016-322T16,20,1,15,0,
1858184005,6EC1A345,2016-322T17,26,0,15,0,
1858187605,6EC1B155,2016-322T18,15,0,13,0,
1858191205,6EC1BF65,2016-322T19,27,0,14,4,
1858194805,6EC1CD75,2016-322T20,27,0,9,0,
1858198405,6EC1DB85,2016-322T21,16,0,19,0,
1858202005,6EC1E995,2016-322T22,18,1,19,1,
1858205605,6EC1F7A5,2016-322T23,18,0,21,0,
1858209205,6EC205B5,2016-323T00,20,0,13,0,
1858212805,6EC213C5,2016-323T01,26,0,16,0,
1858216405,6EC221D5,2016-323T02,34,5,10,1,
1858220005,6EC22FE5,2016-323T03,21,0,22,0,
1858223605,6EC23DF5,2016-323T04,23,0,17,0,
1858227205,6EC24C05,2016-323T05,11,0,9,0,
1858230805,6EC25A15,2016-323T06,19,0,5,0,
1858234405,6EC26825,2016-323T07,44,0,26,0,
1858238005,6EC27635,2016-323T08,20,0,18,1,PERIAPSIS
1858241605,6EC28445,2016-323T09,18,0,9,0,
1858245205,6EC29255,2016-323T10,24,0,16,0,
1858248805,6EC2A065,2016-323T11,19,1,10,0,
1858252405,6EC2AE75,2016-323T12,21,0,20,1,
1858256005,6EC2BC85,2016-323T13,23,0,18,0,
1858259605,6EC2CA95,2016-323T14,24,0,18,0,
1858263205,6EC2D8A5,2016-323T15,17,0,19,0,
1858266805,6EC2E6B5,2016-323T16,19,0,16,0,
1858270405,6EC2F4C5,2016-323T17,22,0,25,0,
1858274005,6EC302D5,2016-323T18,18,0,16,1,
1858277605,6EC310E5,2016-323T19,22,0,20,0,
1858281205,6EC31EF5,2016-323T20,14,0,22,0,
1858284805,6EC32D05,2016-323T21,27,0,20,1,
1858288405,6EC33B15,2016-323T22,22,1,16,0,
1858292005,6EC34925,2016-323T23,22,0,26,0,
1858295605,6EC35735,2016-324T00,24,1,23,0,
1858299205,6EC36545,2016-324T01,19,0,28,0,
1858302805,6EC37355,2016-324T02,28,0,25,0,
1858306405,6EC38165,2016-324T03,24,0,21,0,
1858310005,6EC38F75,2016-324T04,21,0,36,0,
1858313605,6EC39D85,2016-324T05,22,0,27,0,
1858317205,6EC3AB95,2016-324T06,27,0,26,0,
1858320805,6EC3B9A5,2016-324T07,32,0,30,0,
1858324405,6EC3C7B5,2016-324T08,30,0,31,0,
1858328005,6EC3D5C5,2016-324T09,19,0,22,0,
1858331605,6EC3E3D5,2016-324T10,24,0,22,0,
1858335205,6EC3F1E5,2016-324T11,20,0,42,0,
1858338805,6EC3FFF5,2016-324T12,24,0,19,0,
1858342405,6EC40E05,2016-324T13,22,0,22,0,
1858346005,6EC41C15,2016-324T14,20,0,26,0,
1858349605,6EC42A25,2016-324T15,15,0,31,0,
1858353205,6EC43835,2016-324T16,33,0,25,1,
1858356805,6EC44645,2016-324T17,25,0,26,0,
1858360405,6EC45455,2016-324T18,17,0,26,0,
1858364005,6EC46265,2016-324T19,21,0,27,0,
1858367605,6EC47075,2016-324T20,22,0,36,0,
1858371205,6EC47E85,2016-324T21,24,0,20,0,
1858374805,6EC48C95,2016-324T22,18,0,11,0,
1858378405,6EC49AA5,2016-324T23,17,0,18,0,
1858382005,6EC4A8B5,2016-325T00,21,1,25,2,
1858385605,6EC4B6C5,2016-325T01,12,1,19,0,
1858389205,6EC4C4D5,2016-325T02,23,0,19,0,
1858392805,6EC4D2E5,2016-325T03,21,1,22,0,
1858396405,6EC4E0F5,2016-325T04,23,0,20,1,
1858400005,6EC4EF05,2016-325T05,17,0,17,0,
1858403605,6EC4FD15,2016-325T06,22,0,19,0,
1858407205,6EC50B25,2016-325T07,30,0,17,2,
1858410805,6EC51935,2016-325T08,26,0,29,0,
1858414405,6EC52745,2016-325T09,16,0,21,0,
1858418005,6EC53555,2016-325T10,14,0,24,0,
1858421605,6EC54365,2016-325T11,21,0,25,0,
1858425205,6EC55175,2016-325T12,18,0,19,0,
1858428805,6EC55F85,2016-325T13,23,0,19,0,
1858432405,6EC56D95,2016-325T14,24,0,22,0,
1858436005,6EC57BA5,2016-325T15,24,0,25,0,
1858439605,6EC589B5,2016-325T16,18,0,23,0,
1858443205,6EC597C5,2016-325T17,19,0,17,0,
1858446805,6EC5A5D5,2016-325T18,19,0,17,0,
1858450405,6EC5B3E5,2016-325T19,21,0,24,0,
1858454005,6EC5C1F5,2016-325T20,23,2,23,0,
1858457605,6EC5D005,2016-325T21,23,0,19,0,
1858461205,6EC5DE15,2016-325T22,25,0,22,0,
1858464805,6EC5EC25,2016-325T23,20,0,26,0,
1858468405,6EC5FA35,2016-326T00,23,0,15,0,
1858472005,6EC60845,2016-326T01,18,0,23,1,
1858475605,6EC61655,2016-326T02,28,0,19,0,
1858479205,6EC62465,2016-326T03,30,0,22,1,
1858482805,6EC63275,2016-326T04,18,1,22,0,
1858486405,6EC64085,2016-326T05,20,0,22,0,
1858490005,6EC64E95,2016-326T06,21,0,22,0,
1858493605,6EC65CA5,2016-326T07,25,0,21,0,
1858497205,6EC66AB5,2016-326T08,20,0,22,0,
1858500805,6EC678C5,2016-326T09,18,0,16,1,
1858504405,6EC686D5,2016-326T10,26,0,30,1,
1858508005,6EC694E5,2016-326T11,19,1,17,0,
1858511605,6EC6A2F5,2016-326T12,24,0,19,1,
1858515205,6EC6B105,2016-326T13,15,0,22,1,
1858518805,6EC6BF15,2016-326T14,26,0,24,0,
1858522405,6EC6CD25,2016-326T15,23,0,18,0,
1858526005,6EC6DB35,2016-326T16,25,0,25,0,
1858529605,6EC6E945,2016-326T17,17,0,21,0,
1858533205,6EC6F755,2016-326T18,22,0,16,0,
1858536805,6EC70565,2016-326T19,17,0,23,0,
1858540405,6EC71375,2016-326T20,23,0,27,1,
1858544005,6EC72185,2016-326T21,22,0,25,0,
1858547605,6EC72F95,2016-326T22,21,0,23,0,
1858551205,6EC73DA5,2016-326T23,23,0,16,0,
1858554805,6EC74BB5,2016-327T00,17,0,25,0,
1858558405,6EC759C5,2016-327T01,27,0,33,1,
1858562005,6EC767D5,2016-327T02,22,0,20,0,
1858565605,6EC775E5,2016-327T03,20,0,25,0,
1858569205,6EC783F5,2016-327T04,29,0,18,1,
1858572805,6EC79205,2016-327T05,38,0,20,0,
1858576405,6EC7A015,2016-327T06,38,0,26,0,
1858580005,6EC7AE25,2016-327T07,37,0,21,0,
1858583605,6EC7BC35,2016-327T08,35,0,26,0,APOAPSIS
1858587205,6EC7CA45,2016-327T09,36,0,16,0,
1858590805,6EC7D855,2016-327T10,35,1,21,0,
1858594405,6EC7E665,2016-327T11,30,0,20,0,
1858598005,6EC7F475,2016-327T12,39,0,18,0,
1858601605,6EC80285,2016-327T13,35,0,16,0,
1858605205,6EC81095,2016-327T14,30,0,20,0,
1858608805,6EC81EA5,2016-327T15,34,0,17,0,
1858612405,6EC82CB5,2016-327T16,31,0,15,0,
1858616005,6EC83AC5,2016-327T17,31,0,23,0,
1858619605,6EC848D5,2016-327T18,34,0,13,0,
1858623205,6EC856E5,2016-327T19,35,1,28,0,
1858626805,6EC864F5,2016-327T20,33,0,20,0,
1858630405,6EC87305,2016-327T21,35,0,21,0,
1858634005,6EC88115,2016-327T22,31,1,34,1,
1858637605,6EC88F25,2016-327T23,36,0,27,2,
1858641205,6EC89D35,2016-328T00,29,0,24,0,
1858644805,6EC8AB45,2016-328T01,34,0,15,0,
1858648405,6EC8B955,2016-328T02,34,0,18,0,
1858652005,6EC8C765,2016-328T03,35,0,22,0,
1858655605,6EC8D575,2016-328T04,33,0,33,0,
1858659205,6EC8E385,2016-328T05,33,0,25,1,
1858662805,6EC8F195,2016-328T06,33,0,15,0,
1858666405,6EC8FFA5,2016-328T07,31,0,12,0,
1858670005,6EC90DB5,2016-328T08,31,4,22,0,
1858673605,6EC91BC5,2016-328T09,35,0,23,0,
1858677205,6EC929D5,2016-328T10,30,0,18,1,
1858680805,6EC937E5,2016-328T11,34,0,19,0,
1858684405,6EC945F5,2016-328T12,32,0,23,0,
1858688005,6EC95405,2016-328T13,35,0,28,0,
1858691605,6EC96215,2016-328T14,38,0,23,0,
1858695205,6EC97025,2016-328T15,39,0,16,0,
1858698805,6EC97E35,2016-328T16,48,0,19,0,
1858702405,6EC98C45,2016-328T17,34,0,16,0,
1858706005,6EC99A55,2016-328T18,37,0,25,0,
1858709605,6EC9A865,2016-328T19,38,0,19,1,
1858713205,6EC9B675,2016-328T20,58,1,21,0,
1858716805,6EC9C485,2016-328T21,37,0,23,0,
1858720405,6EC9D295,2016-328T22,36,0,23,0,
1858724005,6EC9E0A5,2016-328T23,37,0,19,0,
1858727605,6EC9EEB5,2016-329T00,27,0,24,0,
1858731205,6EC9FCC5,2016-329T01,39,0,19,0,
1858734805,6ECA0AD5,2016-329T02,38,0,19,0,
1858738405,6ECA18E5,2016-329T03,37,1,11,0,
1858742005,6ECA26F5,2016-329T04,27,0,21,0,
1858745605,6ECA3505,2016-329T05,33,0,11,0,
1858749205,6ECA4315,2016-329T06,37,0,10,0,
1858752805,6ECA5125,2016-329T07,36,0,9,0,
1858756405,6ECA5F35,2016-329T08,35,0,16,0,
1858760005,6ECA6D45,2016-329T09,39,0,21,0,
1858763605,6ECA7B55,2016-329T10,37,0,13,0,
1858767205,6ECA8965,2016-329T11,32,0,14,0,
1858770805,6ECA9775,2016-329T12,31,0,17,1,
1858774405,6ECAA585,2016-329T13,26,0,21,0,
1858778005,6ECAB395,2016-329T14,31,0,17,0,
1858781605,6ECAC1A5,2016-329T15,34,1,14,0,
1858785205,6ECACFB5,2016-329T16,36,0,19,0,
1858788805,6ECADDC5,2016-329T17,33,0,13,0,
1858792405,6ECAEBD5,2016-329T18,31,0,17,0,
1858796005,6ECAF9E5,2016-329T19,33,0,12,0,
1858799605,6ECB07F5,2016-329T20,40,0,18,0,
1858803205,6ECB1605,2016-329T21,32,1,16,0,
1858806805,6ECB2415,2016-329T22,32,1,9,0,
1858810405,6ECB3225,2016-329T23,42,0,8,0,
1858814005,6ECB4035,2016-330T00,28,0,16,1,
1858817605,6ECB4E45,2016-330T01,36,0,14,0,
1858821205,6ECB5C55,2016-330T02,36,0,15,0,
1858824805,6ECB6A65,2016-330T03,36,0,14,1,
1858828405,6ECB7875,2016-330T04,40,0,14,0,
1858832005,6ECB8685,2016-330T05,42,0,19,1,
1858835605,6ECB9495,2016-330T06,35,0,13,0,
1858839205,6ECBA2A5,2016-330T07,31,0,15,0,
1858842805,6ECBB0B5,2016-330T08,38,0,7,0,
1858846405,6ECBBEC5,2016-330T09,34,0,18,0,
1858850005,6ECBCCD5,2016-330T10,31,0,6,0,
1858853605,6ECBDAE5,2016-330T11,36,1,10,0,
1858857205,6ECBE8F5,2016-330T12,52,2,15,0,
1858860805,6ECBF705,2016-330T13,44,0,9,0,
1858864405,6ECC0515,2016-330T14,34,1,20,0,
1858868005,6ECC1325,2016-330T15,29,0,20,0,
1858871605,6ECC2135,2016-330T16,25,0,24,2,
1858875205,6ECC2F45,2016-330T17,42,0,15,0,
1858878805,6ECC3D55,2016-330T18,40,0,15,0,
1858882405,6ECC4B65,2016-330T19,25,0,8,0,
1858886005,6ECC5975,2016-330T20,43,0,19,0,
1858889605,6ECC6785,2016-330T21,46,1,18,0,
1858893205,6ECC7595,2016-330T22,31,0,8,0,
1858896805,6ECC83A5,2016-330T23,33,0,16,0,
1858900405,6ECC91B5,2016-331T00,33,0,26,0,
1858904005,6ECC9FC5,2016-331T01,37,1,22,0,
1858907605,6ECCADD5,2016-331T02,37,1,23,0,
1858911205,6ECCBBE5,2016-331T03,32,0,20,1,
1858914805,6ECCC9F5,2016-331T04,29,0,22,0,
1858918405,6ECCD805,2016-331T05,24,0,15,0,
1858922005,6ECCE615,2016-331T06,33,2,28,0,
1858925605,6ECCF425,2016-331T07,46,0,34,0,PERIAPSIS
1858929205,6ECD0235,2016-331T08,17,0,12,0,
1858932805,6ECD1045,2016-331T09,16,0,9,0,
1858936405,6ECD1E55,2016-331T10,15,0,20,0,
1858940005,6ECD2C65,2016-331T11,25,0,20,0,
1858943605,6ECD3A75,2016-331T12,22,0,18,0,
1858947205,6ECD4885,2016-331T13,24,0,24,0,
1858950805,6ECD5695,2016-331T14,28,2,17,0,
1858954405,6ECD64A5,2016-331T15,13,0,16,0,
1858958005,6ECD72B5,2016-331T16,21,0,27,1,
1858961605,6ECD80C5,2016-331T17,28,0,14,0,
1858965205,6ECD8ED5,2016-331T18,17,0,10,0,
1858968805,6ECD9CE5,2016-331T19,0,0,1,0,
