1798852405,6B384F35,2015-003T00,24,0,8,0,,,,,,,,,,
1798856005,6B385D45,2015-003T01,26,0,6,0,,,,,,,,,,
1798859605,6B386B55,2015-003T02,26,0,13,0,,,,,,,,,,
1798863205,6B387965,2015-003T03,28,0,7,0,,,,,,,,,,
1798866805,6B388775,2015-003T04,24,0,13,0,,,,,,,,,,
1798870405,6B389585,2015-003T05,24,0,11,0,,,,,,,,,,
1798874005,6B38A395,2015-003T06,30,0,16,0,,,,,,,,,,
1798877605,6B38B1A5,2015-003T07,27,0,10,0,,,,,,,,,,
1798881205,6B38BFB5,2015-003T08,19,1,15,2,,,,,,,,,,
1798884805,6B38CDC5,2015-003T09,19,0,10,0,,,,,,,,,,
1798888405,6B38DBD5,2015-003T10,23,0,8,0,,,,,,,,,,
1798892005,6B38E9E5,2015-003T11,24,0,11,0,,,,,,,,,,
1798895605,6B38F7F5,2015-003T12,18,0,11,0,,,,,,,,,,
1798899205,6B390605,2015-003T13,22,0,12,0,,,,,,,,,,
1798902805,6B391415,2015-003T14,23,0,15,1,,,,,,,,,,
1798906405,6B392225,2015-003T15,28,0,9,0,,,,,,,,,,
1798910005,6B393035,2015-003T16,22,0,15,0,,,,,,,,,,
1798913605,6B393E45,2015-003T17,28,1,12,0,,,,,,,,,,
1798917205,6B394C55,2015-003T18,26,0,23,0,,,,,,,,,,
1798920805,6B395A65,2015-003T19,24,0,3,0,,,,,,,,,,
1798924405,6B396875,2015-003T20,25,0,5,1,,,,,,,,,,
1798928005,6B397685,2015-003T21,27,0,8,0,,,,,,,,,,
1798931605,6B398495,2015-003T22,28,0,10,0,,,,,,,,,,
1798935205,6B3992A5,2015-003T23,41,1,7,0,,,,,,,,,,
1798938805,6B39A0B5,2015-004T00,29,1,17,0,,,,,,,,,,
1798942405,6B39AEC5,2015-004T01,23,1,8,0,,,,,,,,,,
1798946005,6B39BCD5,2015-004T02,21,1,7,2,,,,,,,,,,
1798949605,6B39CAE5,2015-004T03,28,0,9,0,,,,,,,,,,
1798953205,6B39D8F5,2015-004T04,18,1,9,0,,,,,,,,,,
1798956805,6B39E705,2015-004T05,18,1,14,0,,,,,,,,,,
1798960405,6B39F515,2015-004T06,24,0,7,0,,,,,,,,,,
1798964005,6B3A0325,2015-004T07,25,0,14,0,,,,,,,,,,
1798967605,6B3A1135,2015-004T08,27,0,8,0,,,,,,,,,,
1798971205,6B3A1F45,2015-004T09,27,0,10,1,,,,,,,,,,
1798974805,6B3A2D55,2015-004T10,25,0,8,0,,,,,,,,,,
1798978405,6B3A3B65,2015-004T11,32,0,6,0,,,,,,,,,,
1798982005,6B3A4975,2015-004T12,25,0,15,0,,,,,,,,,,
1798985605,6B3A5785,2015-004T13,24,0,5,1,,,,,,,,,,
1798989205,6B3A6595,2015-004T14,29,0,19,0,,,,,,,,,,
1798992805,6B3A73A5,2015-004T15,22,0,15,1,,,,,,,,,,
1798996405,6B3A81B5,2015-004T16,21,0,17,0,,,,,,,,,,
1799000005,6B3A8FC5,2015-004T17,27,0,12,0,,,,,,,,,,
1799003605,6B3A9DD5,2015-004T18,23,0,18,0,,,,,,,,,,
1799007205,6B3AABE5,2015-004T19,26,0,15,0,,,,,,,,,,
1799010805,6B3AB9F5,2015-004T20,24,0,16,1,,,,,,,,,,
1799014405,6B3AC805,2015-004T21,19,1,15,0,,,,,,,,,,
1799018005,6B3AD615,2015-004T22,25,0,26,1,,,,,,,,,,
1799021605,6B3AE425,2015-004T23,32,0,18,0,,,,,,,,,,
1799025205,6B3AF235,2015-005T00,14,0,19,0,,,,,,,,,,
1799028805,6B3B0045,2015-005T01,19,0,23,0,,,,,,,,,,
1799032405,6B3B0E55,2015-005T02,18,0,16,0,,,,,,,,,,
1799036005,6B3B1C65,2015-005T03,13,0,15,0,,,,,,,,,,
1799039605,6B3B2A75,2015-005T04,19,0,18,0,,,,,,,,,,
1799043205,6B3B3885,2015-005T05,15,0,15,1,,,,,,,,,,
1799046805,6B3B4695,2015-005T06,23,1,17,0,,,,,,,,,,
1799050405,6B3B54A5,2015-005T07,25,0,11,0,,,,,,,,,,
1799054005,6B3B62B5,2015-005T08,13,0,19,0,,,,,,,,,,
1799057605,6B3B70C5,2015-005T09,20,0,14,0,,,,,,,,,,
1799061205,6B3B7ED5,2015-005T10,17,0,10,0,,,,,,,,,,
1799064805,6B3B8CE5,2015-005T11,16,0,21,1,,,,,,,,,,
1799068405,6B3B9AF5,2015-005T12,22,0,27,1,,,,,,,,,,
1799072005,6B3BA905,2015-005T13,18,0,18,1,,,,,,,,,,
1799075605,6B3BB715,2015-005T14,14,0,24,0,,,,,,,,,,
1799079205,6B3BC525,2015-005T15,24,1,14,0,,,,,,,,,,
1799082805,6B3BD335,2015-005T16,16,0,21,0,,,,,,,,,,
1799086405,6B3BE145,2015-005T17,15,0,10,0,,,,,,,,,,
1799090005,6B3BEF55,2015-005T18,26,0,15,0,,,,,,,,,,
1799093605,6B3BFD65,2015-005T19,20,0,14,0,,,,,,,,,,
1799097205,6B3C0B75,2015-005T20,20,0,16,0,,,,,,,,,,
1799100805,6B3C1985,2015-005T21,24,0,14,0,,,,,,,,,,
1799104405,6B3C2795,2015-005T22,17,0,28,0,,,,,,,,,,
1799108005,6B3C35A5,2015-005T23,20,0,16,3,,,,,,,,,,
1799111605,6B3C43B5,2015-006T00,23,0,16,0,,,,,,,,,,
1799115205,6B3C51C5,2015-006T01,17,0,11,0,,,,,,,,,,
1799118805,6B3C5FD5,2015-006T02,16,0,16,0,,,,,,,,,,
1799122405,6B3C6DE5,2015-006T03,16,0,17,0,,,,,,,,,,
1799126005,6B3C7BF5,2015-006T04,12,0,17,0,,,,,,,,,,
1799129605,6B3C8A05,2015-006T05,21,0,14,0,,,,,,,,,,
1799133205,6B3C9815,2015-006T06,16,0,14,0,,,,,,,,,,
1799136805,6B3CA625,2015-006T07,17,0,19,0,,,,,,,,,,
1799140405,6B3CB435,2015-006T08,19,0,15,0,,,,,,,,,,
1799144005,6B3CC245,2015-006T09,17,0,17,0,,,,,,,,,,
1799147605,6B3CD055,2015-006T10,21,0,21,0,,,,,,,,,,
1799151205,6B3CDE65,2015-006T11,21,0,19,0,,,,,,,,,,
1799154805,6B3CEC75,2015-006T12,23,0,19,0,,,,,,,,,,
1799158405,6B3CFA85,2015-006T13,23,0,17,0,,,,,,,,,,
1799162005,6B3D0895,2015-006T14,18,0,16,0,,,,,,,,,,
1799165605,6B3D16A5,2015-006T15,19,0,14,0,,,,,,,,,,
1799169205,6B3D24B5,2015-006T16,16,0,12,0,,,,,,,,,,
1799172805,6B3D32C5,2015-006T17,15,0,19,0,,,,,,,,,,
1799176405,6B3D40D5,2015-006T18,20,0,16,1,,,,,,,,,,
1799180005,6B3D4EE5,2015-006T19,12,0,14,0,,,,,,,,,,
1799183605,6B3D5CF5,2015-006T20,26,1,17,0,,,,,,,,,,
1799187205,6B3D6B05,2015-006T21,21,0,18,0,,,,,,,,,,
1799190805,6B3D7915,2015-006T22,16,0,22,1,,,,,,,,,,
1799194405,6B3D8725,2015-006T23,18,0,10,0,,,,,,,,,,
1799198005,6B3D9535,2015-007T00,12,0,16,0,,,,,,,,,,
1799201605,6B3DA345,2015-007T01,18,0,14,0,,,,,,,,,,
1799205205,6B3DB155,2015-007T02,14,0,18,0,,,,,,,,,,
1799208805,6B3DBF65,2015-007T03,21,0,20,1,,,,,,,,,,
1799212405,6B3DCD75,2015-007T04,16,0,15,0,,,,,,,,,,
1799216005,6B3DDB85,2015-007T05,14,0,18,0,,,,,,,,,,
1799219605,6B3DE995,2015-007T06,14,0,14,0,,,,,,,,,,
1799223205,6B3DF7A5,2015-007T07,18,0,18,0,,,,,,,,,,
1799226805,6B3E05B5,2015-007T08,21,0,16,0,,,,,,,,,,
1799230405,6B3E13C5,2015-007T09,15,0,14,0,,,,,,,,,,
1799234005,6B3E21D5,2015-007T10,24,0,20,0,,,,,,,,,,
1799237605,6B3E2FE5,2015-007T11,14,0,16,0,,,,,,,,,,
1799241205,6B3E3DF5,2015-007T12,24,0,11,0,,,,,,,,,,
1799244805,6B3E4C05,2015-007T13,17,1,25,0,,,,,,,,,,
1799248405,6B3E5A15,2015-007T14,13,0,15,1,,,,,,,,,,
1799252005,6B3E6825,2015-007T15,17,0,19,0,,,,,,,,,,
1799255605,6B3E7635,2015-007T16,23,0,16,1,,,,,,,,,,
1799259205,6B3E8445,2015-007T17,13,0,6,0,,,,,,,,,,
1799262805,6B3E9255,2015-007T18,20,0,15,0,,,,,,,,,,
1799266405,6B3EA065,2015-007T19,15,0,21,0,,,,,,,,,,
1799270005,6B3EAE75,2015-007T20,15,0,20,0,,,,,,,,,,
1799273605,6B3EBC85,2015-007T21,19,0,17,0,,,,,,,,,,
1799277205,6B3ECA95,2015-007T22,17,1,21,0,,,,,,,,,,
1799280805,6B3ED8A5,2015-007T23,15,0,13,0,,,,,,,,,,
1799284405,6B3EE6B5,2015-008T00,14,2,16,0,,,,,,,,,,
1799288005,6B3EF4C5,2015-008T01,18,0,15,0,,,,,,,,,,
1799291605,6B3F02D5,2015-008T02,18,0,15,2,,,,,,,,,,
1799295205,6B3F10E5,2015-008T03,15,1,19,0,,,,,,,,,,
1799298805,6B3F1EF5,2015-008T04,20,0,20,0,,,,,,,,,,
1799302405,6B3F2D05,2015-008T05,12,0,5,0,,,,,,,,,,
1799306005,6B3F3B15,2015-008T06,14,0,10,0,,,,,,,,,,
1799309605,6B3F4925,2015-008T07,18,0,12,0,,,,,,,,,,
1799313205,6B3F5735,2015-008T08,13,0,11,0,,,,,,,,,,
1799316805,6B3F6545,2015-008T09,22,0,6,0,,,,,,,,,,
1799320405,6B3F7355,2015-008T10,14,0,10,0,,,,,,,,,,
1799324005,6B3F8165,2015-008T11,15,0,7,0,,,,,,,,,,
1799327605,6B3F8F75,2015-008T12,28,0,16,0,,,,,,,,,,
1799331205,6B3F9D85,2015-008T13,22,0,9,0,,,,,,,,,,
1799334805,6B3FAB95,2015-008T14,19,0,5,0,,,,,,,,,,
1799338405,6B3FB9A5,2015-008T15,16,0,12,0,,,,,,,,,,
1799342005,6B3FC7B5,2015-008T16,13,0,13,0,,,,,,,,,,
1799345605,6B3FD5C5,2015-008T17,21,0,9,0,,,,,,,,,,
1799349205,6B3FE3D5,2015-008T18,20,0,11,0,,,,,,,,,,
1799352805,6B3FF1E5,2015-008T19,26,0,10,0,,,,,,,,,,
1799356405,6B3FFFF5,2015-008T20,13,0,12,0,,,,,,,,,,
1799356416,6B400000,2015-008T20,0,0,0,0,,,,,,,,,,
1799360005,6B400E05,2015-008T21,17,0,9,0,,,,,,,,,,
1799363605,6B401C15,2015-008T22,19,0,11,0,,,,,,,,,,
1799367205,6B402A25,2015-008T23,18,0,13,0,,,,,,,,,,
1799370805,6B403835,2015-009T00,13,0,13,0,,,,,,,,,,
1799374405,6B404645,2015-009T01,16,0,7,0,,,,,,,,,,
1799378005,6B405455,2015-009T02,18,0,12,1,,,,,,,,,,
1799381605,6B406265,2015-009T03,16,0,8,0,,,,,,,,,,
1799385205,6B407075,2015-009T04,21,0,12,0,,,,,,,,,,
1799388805,6B407E85,2015-009T05,18,0,12,0,,,,,,,,,,
1799392405,6B408C95,2015-009T06,9,0,23,2,,,,,,,,,,
1799396005,6B409AA5,2015-009T07,15,0,13,0,,,,,,,,,,
1799399605,6B40A8B5,2015-009T08,17,0,10,0,,,,,,,,,,
1799403205,6B40B6C5,2015-009T09,20,0,8,0,,,,,,,,,,
1799406805,6B40C4D5,2015-009T10,15,0,17,0,,,,,,,,,,
1799410405,6B40D2E5,2015-009T11,19,0,10,0,,,,,,,,,,
1799414005,6B40E0F5,2015-009T12,18,0,14,0,,,,,,,,,,
1799417605,6B40EF05,2015-009T13,20,0,14,0,,,,,,,,,,
1799421205,6B40FD15,2015-009T14,19,0,14,0,,,,,,,,,,
1799424805,6B410B25,2015-009T15,14,0,7,0,,,,,,,,,,
1799428405,6B411935,2015-009T16,20,0,8,0,,,,,,,,,,
1799432005,6B412745,2015-009T17,14,0,15,0,,,,,,,,,,
1799435605,6B413555,2015-009T18,17,0,10,0,,,,,,,,,,
1799439205,6B414365,2015-009T19,17,0,11,0,,,,,,,,,,
1799442805,6B415175,2015-009T20,14,1,14,0,,,,,,,,,,
1799446405,6B415F85,2015-009T21,11,0,16,1,,,,,,,,,,
1799450005,6B416D95,2015-009T22,16,0,7,0,,,,,,,,,,
1799453605,6B417BA5,2015-009T23,18,0,13,0,,,,,,,,,,
1799457205,6B4189B5,2015-010T00,15,0,6,0,,,,,,,,,,
1799460805,6B4197C5,2015-010T01,24,0,13,0,,,,,,,,,,
1799464405,6B41A5D5,2015-010T02,12,0,8,0,,,,,,,,,,
1799468005,6B41B3E5,2015-010T03,15,0,6,0,,,,,,,,,,
1799471605,6B41C1F5,2015-010T04,21,0,12,0,,,,,,,,,,
1799475205,6B41D005,2015-010T05,19,0,12,0,,,,,,,,,,
1799478805,6B41DE15,2015-010T06,17,0,12,0,,,,,,,,,,
1799482405,6B41EC25,2015-010T07,15,0,11,0,,,,,,,,,,
1799486005,6B41FA35,2015-010T08,22,0,18,0,,,,,,,,,,
1799487488,6B420000,2015-010T08,0,0,0,0,,,,,,,,,,
1799489605,6B420845,2015-010T09,23,0,22,0,,,,,,,,,,
1799493205,6B421655,2015-010T10,12,0,21,0,,,,,,,,,,
1799496805,6B422465,2015-010T11,17,0,17,0,,,,,,,,,,
1799500405,6B423275,2015-010T12,16,0,22,0,,,,,,,,,,
1799504005,6B424085,2015-010T13,22,0,14,0,,,,,,,,,,
1799507605,6B424E95,2015-010T14,21,0,17,1,,,,,,,,,,
1799511205,6B425CA5,2015-010T15,12,0,15,0,,,,,,,,,,
1799514805,6B426AB5,2015-010T16,17,0,17,0,,,,,,,,,,
1799518405,6B4278C5,2015-010T17,12,0,16,0,PERIAPSIS,,,,,,,,,
1799522005,6B4286D5,2015-010T18,27,0,16,0,,,,,,,,,,
1799525605,6B4294E5,2015-010T19,14,0,12,0,,,,,,,,,,
1799529205,6B42A2F5,2015-010T20,16,0,12,0,,,,,,,,,,
1799532805,6B42B105,2015-010T21,20,0,13,0,,,,,,,,,,
1799536405,6B42BF15,2015-010T22,17,0,12,0,,,,,,,,,,
1799540005,6B42CD25,2015-010T23,11,0,16,0,,,,,,,,,,
1799543605,6B42DB35,2015-011T00,14,0,12,0,,,,,,,,,,
1799547205,6B42E945,2015-011T01,19,0,29,0,,,,,,,,,,
1799550805,6B42F755,2015-011T02,21,0,23,3,,,,,,,,,,
1799554405,6B430565,2015-011T03,12,0,15,0,,,,,,,,,,
1799558005,6B431375,2015-011T04,12,0,22,0,,,,,,,,,,
1799561605,6B432185,2015-011T05,17,0,18,0,,,,,,,,,,
1799565205,6B432F95,2015-011T06,20,1,17,0,,,,,,,,,,
1799568805,6B433DA5,2015-011T07,16,0,17,0,,,,,,,,,,
