Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,
1609290799,5FEBD42F,2009-000T00,27,0,18,1,
1609294399,5FEBE23F,2009-000T01,28,0,13,0,
1609297999,5FEBF04F,2009-000T02,17,0,19,0,
1609301599,5FEBFE5F,2009-000T03,16,0,17,0,
1609305199,5FEC0C6F,2009-000T04,23,0,12,1,
1609308799,5FEC1A7F,2009-000T05,27,0,9,0,
1609312399,5FEC288F,2009-000T06,22,0,24,0,
1609315999,5FEC369F,2009-000T07,26,1,13,0,
1609319599,5FEC44AF,2009-000T08,25,0,11,0,
1609323199,5FEC52BF,2009-000T09,24,0,14,0,
1609326799,5FEC60CF,2009-000T10,28,0,7,0,
1609330399,5FEC6EDF,2009-000T11,18,0,14,0,
1609333999,5FEC7CEF,2009-000T12,21,0,7,0,
1609337599,5FEC8AFF,2009-000T13,18,0,9,0,
1609341199,5FEC990F,2009-000T14,18,0,16,0,
1609344799,5FECA71F,2009-000T15,18,0,13,0,
1609348399,5FECB52F,2009-000T16,32,3,16,0,
1609351999,5FECC33F,2009-000T17,22,1,18,0,
1609355599,5FECD14F,2009-000T18,24,0,22,0,
1609359199,5FECDF5F,2009-000T19,14,0,19,0,
1609362799,5FECED6F,2009-000T20,25,0,23,0,
1609366399,5FECFB7F,2009-000T21,25,0,12,0,
1609369999,5FED098F,2009-000T22,22,0,22,0,
1609373599,5FED179F,2009-000T23,23,0,20,0,APOAPSIS
1609377199,5FED25AF,2009-001T00,24,0,14,0,
1609380799,5FED33BF,2009-001T01,27,0,23,0,
1609384399,5FED41CF,2009-001T02,16,1,13,0,
1609387999,5FED4FDF,2009-001T03,17,0,15,0,
1609391599,5FED5DEF,2009-001T04,21,0,10,1,
1609395199,5FED6BFF,2009-001T05,23,0,18,1,
1609398799,5FED7A0F,2009-001T06,19,0,21,0,
1609402399,5FED881F,2009-001T07,26,0,20,0,
1609405999,5FED962F,2009-001T08,28,0,27,0,
1609409599,5FEDA43F,2009-001T09,19,0,16,0,
1609413199,5FEDB24F,2009-001T10,29,0,16,0,
1609416799,5FEDC05F,2009-001T11,24,1,7,0,
1609420399,5FEDCE6F,2009-001T12,28,1,19,1,
1609423999,5FEDDC7F,2009-001T13,23,1,22,1,
1609427599,5FEDEA8F,2009-001T14,21,0,19,0,
1609431199,5FEDF89F,2009-001T15,25,2,25,0,
1609434799,5FEE06AF,2009-001T16,35,0,10,0,
1609438399,5FEE14BF,2009-001T17,22,1,23,0,
1609441999,5FEE22CF,2009-001T18,29,0,15,1,
1609445599,5FEE30DF,2009-001T19,25,1,11,0,
1609449199,5FEE3EEF,2009-001T20,25,0,10,0,
1609452799,5FEE4CFF,2009-001T21,23,0,18,0,
1609456399,5FEE5B0F,2009-001T22,18,0,19,1,
1609459999,5FEE691F,2009-001T23,31,0,12,0,
1609463599,5FEE772F,2009-002T00,29,0,16,0,
1609467199,5FEE853F,2009-002T01,26,1,14,0,
1609470799,5FEE934F,2009-002T02,20,0,18,0,
1609474399,5FEEA15F,2009-002T03,27,0,34,2,
1609477999,5FEEAF6F,2009-002T04,16,0,22,0,
1609481599,5FEEBD7F,2009-002T05,12,0,12,0,
1609485199,5FEECB8F,2009-002T06,21,0,8,0,
1609488799,5FEED99F,2009-002T07,18,0,22,1,
1609492399,5FEEE7AF,2009-002T08,24,1,19,0,
1609495999,5FEEF5BF,2009-002T09,22,1,6,0,
1609498624,5FEF0000,2009-002T10,0,0,0,0,
1609499599,5FEF03CF,2009-002T10,20,0,13,0,
1609503199,5FEF11DF,2009-002T11,20,1,15,0,
1609506799,5FEF1FEF,2009-002T12,13,0,15,0,
1609510399,5FEF2DFF,2009-002T13,20,0,9,1,
1609513999,5FEF3C0F,2009-002T14,39,0,21,0,
1609517599,5FEF4A1F,2009-002T15,35,0,29,0,
1609521199,5FEF582F,2009-002T16,29,2,11,0,
1609524799,5FEF663F,2009-002T17,23,0,21,0,
1609528399,5FEF744F,2009-002T18,20,0,14,1,
1609531999,5FEF825F,2009-002T19,25,0,13,0,
1609535599,5FEF906F,2009-002T20,23,0,30,0,
1609539199,5FEF9E7F,2009-002T21,23,0,17,1,
1609542799,5FEFAC8F,2009-002T22,17,0,15,0,
1609546399,5FEFBA9F,2009-002T23,22,0,8,0,
1609549999,5FEFC8AF,2009-003T00,16,0,16,0,
1609553599,5FEFD6BF,2009-003T01,21,0,19,0,
1609557199,5FEFE4CF,2009-003T02,23,0,21,0,
1609560799,5FEFF2DF,2009-003T03,23,0,18,0,
1609564399,5FF000EF,2009-003T04,27,0,15,0,
1609567999,5FF00EFF,2009-003T05,26,0,22,0,
1609571599,5FF01D0F,2009-003T06,19,0,10,0,
1609575199,5FF02B1F,2009-003T07,24,1,24,1,
1609578799,5FF0392F,2009-003T08,27,0,22,0,
1609582399,5FF0473F,2009-003T09,21,0,24,0,
1609585999,5FF0554F,2009-003T10,25,1,14,1,
1609589599,5FF0635F,2009-003T11,22,0,6,0,
1609593199,5FF0716F,2009-003T12,23,0,11,0,
1609596799,5FF07F7F,2009-003T13,29,0,15,0,
1609600399,5FF08D8F,2009-003T14,22,0,16,0,
1609603999,5FF09B9F,2009-003T15,20,0,13,0,
1609607599,5FF0A9AF,2009-003T16,23,0,18,1,
1609611199,5FF0B7BF,2009-003T17,19,0,9,0,
1609614799,5FF0C5CF,2009-003T18,25,0,19,0,
1609618399,5FF0D3DF,2009-003T19,20,1,21,0,
1609621999,5FF0E1EF,2009-003T20,19,0,14,0,
1609625599,5FF0EFFF,2009-003T21,20,0,13,0,
1609629199,5FF0FE0F,2009-003T22,26,1,14,1,
1609632799,5FF10C1F,2009-003T23,21,0,18,0,
1609636399,5FF11A2F,2009-004T00,22,0,16,1,
1609639999,5FF1283F,2009-004T01,24,1,10,0,
1609643599,5FF1364F,2009-004T02,26,0,10,0,
1609647199,5FF1445F,2009-004T03,26,0,17,0,
1609650799,5FF1526F,2009-004T04,24,2,23,0,
1609654399,5FF1607F,2009-004T05,16,0,23,0,
1609657999,5FF16E8F,2009-004T06,16,0,11,0,
1609661599,5FF17C9F,2009-004T07,30,0,24,1,
1609665199,5FF18AAF,2009-004T08,29,0,14,0,
1609668799,5FF198BF,2009-004T09,30,0,13,0,
1609672399,5FF1A6CF,2009-004T10,14,0,9,0,
1609675999,5FF1B4DF,2009-004T11,25,1,19,0,
1609679599,5FF1C2EF,2009-004T12,17,0,13,1,
1609683199,5FF1D0FF,2009-004T13,27,0,15,0,
1609686799,5FF1DF0F,2009-004T14,25,0,16,0,
1609690399,5FF1ED1F,2009-004T15,37,0,16,0,
1609693999,5FF1FB2F,2009-004T16,24,0,18,0,
1609697599,5FF2093F,2009-004T17,34,0,12,0,
1609701199,5FF2174F,2009-004T18,38,0,15,0,
1609704799,5FF2255F,2009-004T19,36,2,18,0,
1609708399,5FF2336F,2009-004T20,44,0,15,0,
1609711999,5FF2417F,2009-004T21,26,0,19,0,
1609715599,5FF24F8F,2009-004T22,33,1,15,0,
1609719199,5FF25D9F,2009-004T23,37,0,21,0,
1609722799,5FF26BAF,2009-005T00,35,0,16,0,
1609726399,5FF279BF,2009-005T01,34,0,20,0,
1609729999,5FF287CF,2009-005T02,28,0,17,0,
1609733599,5FF295DF,2009-005T03,48,1,10,0,
1609737199,5FF2A3EF,2009-005T04,35,0,17,0,
1609740799,5FF2B1FF,2009-005T05,29,0,18,0,
1609744399,5FF2C00F,2009-005T06,36,0,17,0,
1609747999,5FF2CE1F,2009-005T07,29,0,14,0,
1609751599,5FF2DC2F,2009-005T08,48,0,14,0,
1609755199,5FF2EA3F,2009-005T09,31,0,21,0,
1609758799,5FF2F84F,2009-005T10,34,0,18,0,
1609762399,5FF3065F,2009-005T11,36,0,13,0,
1609765999,5FF3146F,2009-005T12,32,1,16,0,
1609769599,5FF3227F,2009-005T13,38,0,22,0,
1609773199,5FF3308F,2009-005T14,35,0,7,0,
1609776799,5FF33E9F,2009-005T15,43,1,8,1,
1609780399,5FF34CAF,2009-005T16,41,0,11,1,
1609783999,5FF35ABF,2009-005T17,28,0,9,0,
1609787599,5FF368CF,2009-005T18,39,0,24,0,PERIAPSIS
1609791199,5FF376DF,2009-005T19,35,0,14,3,
1609794799,5FF384EF,2009-005T20,34,0,15,1,
1609798399,5FF392FF,2009-005T21,46,0,14,1,
1609801999,5FF3A10F,2009-005T22,48,0,28,0,
1609805599,5FF3AF1F,2009-005T23,34,0,9,0,
1609809199,5FF3BD2F,2009-006T00,42,0,12,0,
1609812799,5FF3CB3F,2009-006T01,37,0,14,0,
1609816399,5FF3D94F,2009-006T02,40,2,13,0,
1609819999,5FF3E75F,2009-006T03,36,0,22,0,
1609823599,5FF3F56F,2009-006T04,37,1,21,0,
1609827199,5FF4037F,2009-006T05,42,0,19,0,
1609830799,5FF4118F,2009-006T06,33,0,17,0,
1609834399,5FF41F9F,2009-006T07,36,0,14,0,
1609837999,5FF42DAF,2009-006T08,36,0,18,0,
1609841599,5FF43BBF,2009-006T09,28,0,18,0,
1609845199,5FF449CF,2009-006T10,29,0,23,0,
1609848799,5FF457DF,2009-006T11,27,0,8,0,
1609852399,5FF465EF,2009-006T12,28,0,20,0,
1609855999,5FF473FF,2009-006T13,30,0,38,0,
1609859599,5FF4820F,2009-006T14,27,0,15,2,
1609863199,5FF4901F,2009-006T15,30,0,17,0,DBE Repair SSR B
1609866799,5FF49E2F,2009-006T16,27,0,17,0,
1609870399,5FF4AC3F,2009-006T17,30,0,15,0,
1609873999,5FF4BA4F,2009-006T18,22,0,18,0,
1609877599,5FF4C85F,2009-006T19,53,0,14,0,
1609881199,5FF4D66F,2009-006T20,37,0,19,1,
1609884799,5FF4E47F,2009-006T21,33,0,6,0,
1609888399,5FF4F28F,2009-006T22,27,0,10,0,
1609891999,5FF5009F,2009-006T23,25,0,13,0,
1609895599,5FF50EAF,2009-007T00,33,0,15,1,
1609899199,5FF51CBF,2009-007T01,36,0,11,0,
1609902799,5FF52ACF,2009-007T02,29,1,19,0,
1609906399,5FF538DF,2009-007T03,23,0,10,0,
1609909999,5FF546EF,2009-007T04,21,0,24,0,
1609913599,5FF554FF,2009-007T05,27,2,12,0,
1609917199,5FF5630F,2009-007T06,29,0,7,0,
1609920799,5FF5711F,2009-007T07,33,0,9,0,
1609924399,5FF57F2F,2009-007T08,32,0,12,0,
1609927999,5FF58D3F,2009-007T09,30,0,15,0,
1609931599,5FF59B4F,2009-007T10,26,1,11,0,
1609935199,5FF5A95F,2009-007T11,28,1,23,0,
1609938799,5FF5B76F,2009-007T12,24,0,17,0,
1609942399,5FF5C57F,2009-007T13,35,0,15,0,
1609945999,5FF5D38F,2009-007T14,31,0,11,0,
1609949599,5FF5E19F,2009-007T15,25,0,13,1,
1609953199,5FF5EFAF,2009-007T16,24,0,15,0,
1609956799,5FF5FDBF,2009-007T17,32,0,21,0,
1609960399,5FF60BCF,2009-007T18,32,0,21,0,
1609963999,5FF619DF,2009-007T19,25,0,16,0,
1609967599,5FF627EF,2009-007T20,40,0,14,0,
1609971199,5FF635FF,2009-007T21,36,0,17,1,
1609974799,5FF6440F,2009-007T22,26,0,24,0,
1609978399,5FF6521F,2009-007T23,28,0,16,0,
1609981999,5FF6602F,2009-008T00,31,0,16,0,
1609985599,5FF66E3F,2009-008T01,34,0,17,0,
1609989199,5FF67C4F,2009-008T02,28,0,13,1,
1609992799,5FF68A5F,2009-008T03,26,0,26,0,
1609996399,5FF6986F,2009-008T04,23,0,16,0,
1609999999,5FF6A67F,2009-008T05,25,0,18,0,
1610003599,5FF6B48F,2009-008T06,28,0,20,0,
1610007199,5FF6C29F,2009-008T07,34,0,15,0,
1610010799,5FF6D0AF,2009-008T08,36,0,8,0,
1610014399,5FF6DEBF,2009-008T09,27,0,12,0,
1610017999,5FF6ECCF,2009-008T10,22,0,15,0,
1610021599,5FF6FADF,2009-008T11,31,0,16,0,
1610025199,5FF708EF,2009-008T12,30,1,17,0,
1610028799,5FF716FF,2009-008T13,25,0,28,0,
1610032399,5FF7250F,2009-008T14,26,0,13,0,
1610035999,5FF7331F,2009-008T15,30,0,13,0,
1610039599,5FF7412F,2009-008T16,30,0,34,5,
1610043199,5FF74F3F,2009-008T17,30,1,13,1,
1610046799,5FF75D4F,2009-008T18,20,0,20,0,
1610050399,5FF76B5F,2009-008T19,25,0,22,0,
1610053999,5FF7796F,2009-008T20,35,1,17,0,
1610057599,5FF7877F,2009-008T21,28,0,11,0,
1610061199,5FF7958F,2009-008T22,29,0,14,0,
1610064799,5FF7A39F,2009-008T23,23,0,29,0,
1610068399,5FF7B1AF,2009-009T00,34,0,16,0,
1610071999,5FF7BFBF,2009-009T01,28,0,20,0,
1610075599,5FF7CDCF,2009-009T02,25,0,18,0,
1610079199,5FF7DBDF,2009-009T03,38,0,20,0,
1610082799,5FF7E9EF,2009-009T04,28,0,16,0,
1610086399,5FF7F7FF,2009-009T05,30,0,19,0,
1610089999,5FF8060F,2009-009T06,36,0,24,3,
1610093599,5FF8141F,2009-009T07,29,0,25,0,
1610097199,5FF8222F,2009-009T08,31,0,22,1,
1610100799,5FF8303F,2009-009T09,28,0,18,0,
1610104399,5FF83E4F,2009-009T10,20,0,12,0,
1610107999,5FF84C5F,2009-009T11,24,0,14,0,
1610111599,5FF85A6F,2009-009T12,31,0,10,0,
1610115199,5FF8687F,2009-009T13,29,0,21,0,
1610118799,5FF8768F,2009-009T14,29,0,16,0,
1610122399,5FF8849F,2009-009T15,30,0,12,0,
1610125999,5FF892AF,2009-009T16,30,1,10,0,
1610129599,5FF8A0BF,2009-009T17,28,0,21,0,
1610133199,5FF8AECF,2009-009T18,27,0,11,0,
1610136799,5FF8BCDF,2009-009T19,22,0,17,0,
1610140399,5FF8CAEF,2009-009T20,29,0,23,0,
1610143999,5FF8D8FF,2009-009T21,33,1,15,0,
1610147599,5FF8E70F,2009-009T22,28,0,9,0,
1610151199,5FF8F51F,2009-009T23,31,0,9,0,
1610154799,5FF9032F,2009-010T00,28,0,21,0,
1610158399,5FF9113F,2009-010T01,36,0,16,0,
1610161999,5FF91F4F,2009-010T02,25,0,18,0,
1610165599,5FF92D5F,2009-010T03,38,0,15,0,
1610169199,5FF93B6F,2009-010T04,21,0,13,0,
1610172799,5FF9497F,2009-010T05,27,0,12,0,
1610176399,5FF9578F,2009-010T06,35,0,14,0,
1610179999,5FF9659F,2009-010T07,34,1,20,0,
1610183599,5FF973AF,2009-010T08,26,0,15,0,
1610187199,5FF981BF,2009-010T09,27,0,22,0,
1610190799,5FF98FCF,2009-010T10,34,0,15,0,
1610194399,5FF99DDF,2009-010T11,24,0,24,1,
1610197999,5FF9ABEF,2009-010T12,43,1,9,0,
1610201599,5FF9B9FF,2009-010T13,57,0,23,1,
1610205199,5FF9C80F,2009-010T14,4,0,2,0,
1610208799,5FF9D61F,2009-010T15,33,0,13,0,
1610212399,5FF9E42F,2009-010T16,26,0,16,0,
1610215999,5FF9F23F,2009-010T17,31,1,17,0,
1610219599,5FFA004F,2009-010T18,29,1,13,0,
1610223199,5FFA0E5F,2009-010T19,30,1,13,0,
1610226799,5FFA1C6F,2009-010T20,21,0,20,0,
1610230399,5FFA2A7F,2009-010T21,27,0,16,0,
1610233999,5FFA388F,2009-010T22,24,0,22,0,
1610237599,5FFA469F,2009-010T23,28,0,22,0,
1610241199,5FFA54AF,2009-011T00,26,0,20,0,
1610244799,5FFA62BF,2009-011T01,28,0,18,0,
1610248399,5FFA70CF,2009-011T02,33,0,18,0,
1610251999,5FFA7EDF,2009-011T03,29,0,34,2,
1610255599,5FFA8CEF,2009-011T04,31,0,22,0,
1610259199,5FFA9AFF,2009-011T05,26,0,22,0,
1610262799,5FFAA90F,2009-011T06,28,0,11,1,
1610266399,5FFAB71F,2009-011T07,31,1,14,0,
1610269999,5FFAC52F,2009-011T08,26,0,20,0,
1610273599,5FFAD33F,2009-011T09,33,0,16,0,
1610277199,5FFAE14F,2009-011T10,28,0,21,0,
1610280799,5FFAEF5F,2009-011T11,28,0,24,0,
1610284399,5FFAFD6F,2009-011T12,28,0,11,0,
1610287999,5FFB0B7F,2009-011T13,30,0,15,0,
1610291599,5FFB198F,2009-011T14,38,0,16,0,
1610295199,5FFB279F,2009-011T15,31,0,14,0,
1610298799,5FFB35AF,2009-011T16,20,1,13,0,
1610302399,5FFB43BF,2009-011T17,44,1,13,0,
1610305999,5FFB51CF,2009-011T18,33,0,12,0,
1610309599,5FFB5FDF,2009-011T19,31,0,10,0,
1610313199,5FFB6DEF,2009-011T20,27,0,18,0,
1610316799,5FFB7BFF,2009-011T21,43,0,14,0,
1610320399,5FFB8A0F,2009-011T22,24,0,16,0,
1610323999,5FFB981F,2009-011T23,28,0,13,0,
1610327599,5FFBA62F,2009-012T00,29,0,17,0,
1610331199,5FFBB43F,2009-012T01,24,0,20,2,
1610334799,5FFBC24F,2009-012T02,30,0,15,0,
1610338399,5FFBD05F,2009-012T03,26,0,12,0,
1610341999,5FFBDE6F,2009-012T04,29,0,13,0,
1610345599,5FFBEC7F,2009-012T05,31,0,8,0,
1610349199,5FFBFA8F,2009-012T06,33,0,20,0,
1610352799,5FFC089F,2009-012T07,32,0,16,0,
1610356399,5FFC16AF,2009-012T08,31,0,20,0,
1610359999,5FFC24BF,2009-012T09,30,1,22,0,
1610363599,5FFC32CF,2009-012T10,30,0,12,0,
1610367199,5FFC40DF,2009-012T11,29,0,18,0,
1610370799,5FFC4EEF,2009-012T12,35,0,16,0,
1610374399,5FFC5CFF,2009-012T13,26,0,15,0,
1610377999,5FFC6B0F,2009-012T14,23,0,14,0,
1610381599,5FFC791F,2009-012T15,31,0,19,0,
1610385199,5FFC872F,2009-012T16,32,0,23,0,
1610388799,5FFC953F,2009-012T17,32,0,28,0,
1610392399,5FFCA34F,2009-012T18,23,0,18,0,
1610395999,5FFCB15F,2009-012T19,26,0,15,0,
1610399599,5FFCBF6F,2009-012T20,41,1,17,0,
1610403199,5FFCCD7F,2009-012T21,22,0,20,0,
1610406799,5FFCDB8F,2009-012T22,22,0,16,0,
1610410399,5FFCE99F,2009-012T23,26,0,13,1,
1610413999,5FFCF7AF,2009-013T00,23,0,23,0,
1610417599,5FFD05BF,2009-013T01,36,0,12,0,
1610421199,5FFD13CF,2009-013T02,26,0,10,0,
1610424799,5FFD21DF,2009-013T03,29,0,9,0,
1610428399,5FFD2FEF,2009-013T04,40,1,18,0,
1610431999,5FFD3DFF,2009-013T05,38,0,16,0,
1610435599,5FFD4C0F,2009-013T06,41,0,15,2,
1610439199,5FFD5A1F,2009-013T07,36,0,22,0,
1610442799,5FFD682F,2009-013T08,32,0,17,0,
1610446399,5FFD763F,2009-013T09,41,0,15,0,
1610449999,5FFD844F,2009-013T10,30,0,9,0,
1610453599,5FFD925F,2009-013T11,32,0,20,0,
1610457199,5FFDA06F,2009-013T12,42,0,15,0,
1610460799,5FFDAE7F,2009-013T13,30,0,20,0,
1610464399,5FFDBC8F,2009-013T14,32,0,16,0,
1610467999,5FFDCA9F,2009-013T15,50,0,25,1,
1610471599,5FFDD8AF,2009-013T16,34,0,11,0,
1610475199,5FFDE6BF,2009-013T17,32,0,13,0,
1610478799,5FFDF4CF,2009-013T18,40,1,15,1,
1610482399,5FFE02DF,2009-013T19,36,0,16,0,
1610485999,5FFE10EF,2009-013T20,35,0,11,0,
1610489599,5FFE1EFF,2009-013T21,33,0,13,0,
1610493199,5FFE2D0F,2009-013T22,37,0,13,0,
1610496799,5FFE3B1F,2009-013T23,40,0,14,1,
1610500399,5FFE492F,2009-014T00,33,1,16,0,
1610503999,5FFE573F,2009-014T01,36,1,16,0,
1610507599,5FFE654F,2009-014T02,45,0,11,0,
1610511199,5FFE735F,2009-014T03,30,0,11,0,
1610514799,5FFE816F,2009-014T04,35,0,15,0,
1610518399,5FFE8F7F,2009-014T05,44,0,15,0,
1610521999,5FFE9D8F,2009-014T06,40,0,15,0,
1610525599,5FFEAB9F,2009-014T07,49,0,18,0,
1610529199,5FFEB9AF,2009-014T08,38,0,13,0,
1610532799,5FFEC7BF,2009-014T09,43,0,11,0,
1610536399,5FFED5CF,2009-014T10,28,0,11,0,
1610539999,5FFEE3DF,2009-014T11,38,0,16,0,
1610543599,5FFEF1EF,2009-014T12,37,0,17,0,
1610547199,5FFEFFFF,2009-014T13,34,0,20,1,
1610550799,5FFF0E0F,2009-014T14,34,0,17,0,
1610554399,5FFF1C1F,2009-014T15,33,0,12,0,
1610557999,5FFF2A2F,2009-014T16,44,0,11,0,
1610561599,5FFF383F,2009-014T17,43,0,13,0,
1610565199,5FFF464F,2009-014T18,41,0,19,0,
1610568799,5FFF545F,2009-014T19,6,0,9,0,
1610572399,5FFF626F,2009-014T20,35,0,22,0,
1610575999,5FFF707F,2009-014T21,38,1,8,0,
1610579599,5FFF7E8F,2009-014T22,38,0,18,0,
1610583199,5FFF8C9F,2009-014T23,42,0,19,0,
1610586799,5FFF9AAF,2009-015T00,37,0,12,0,
1610590399,5FFFA8BF,2009-015T01,34,0,13,0,
1610593999,5FFFB6CF,2009-015T02,38,0,18,1,
1610597599,5FFFC4DF,2009-015T03,27,0,15,0,
1610601199,5FFFD2EF,2009-015T04,40,1,13,0,
1610604799,5FFFE0FF,2009-015T05,30,0,14,0,
1610608399,5FFFEF0F,2009-015T06,35,0,16,0,
1610611999,5FFFFD1F,2009-015T07,38,0,16,0,
1610615599,60000B2F,2009-015T08,45,1,20,0,PERIAPSIS
1610619199,6000193F,2009-015T09,36,0,15,1,
1610622799,6000274F,2009-015T10,37,0,15,0,
1610626399,6000355F,2009-015T11,31,1,17,2,
1610629999,6000436F,2009-015T12,30,1,12,0,
1610633599,6000517F,2009-015T13,33,0,17,0,
1610637199,60005F8F,2009-015T14,49,0,13,0,
1610640799,60006D9F,2009-015T15,43,0,11,1,
1610644399,60007BAF,2009-015T16,35,0,17,0,
1610647999,600089BF,2009-015T17,34,0,22,0,
1610651599,600097CF,2009-015T18,35,0,13,2,
1610655199,6000A5DF,2009-015T19,29,0,18,0,
1610658799,6000B3EF,2009-015T20,40,0,13,0,
1610662399,6000C1FF,2009-015T21,39,0,12,2,
1610665999,6000D00F,2009-015T22,33,1,23,0,
1610669599,6000DE1F,2009-015T23,26,0,8,0,
1610673199,6000EC2F,2009-016T00,42,0,14,0,
1610676799,6000FA3F,2009-016T01,41,0,17,0,
1610680399,6001084F,2009-016T02,33,0,10,0,
1610683999,6001165F,2009-016T03,53,0,14,0,
1610687599,6001246F,2009-016T04,39,0,15,0,
1610691199,6001327F,2009-016T05,38,0,15,1,
1610694799,6001408F,2009-016T06,40,0,9,0,
1610698399,60014E9F,2009-016T07,38,0,13,0,
1610701999,60015CAF,2009-016T08,40,0,19,2,
1610705599,60016ABF,2009-016T09,36,0,19,1,
1610709199,600178CF,2009-016T10,38,0,9,0,
1610712799,600186DF,2009-016T11,30,0,13,0,
1610716399,600194EF,2009-016T12,20,0,23,0,
1610719999,6001A2FF,2009-016T13,28,0,11,0,
1610723599,6001B10F,2009-016T14,33,0,15,0,
1610727199,6001BF1F,2009-016T15,29,0,13,0,
1610730799,6001CD2F,2009-016T16,29,0,18,0,
1610734399,6001DB3F,2009-016T17,29,0,17,0,
1610737999,6001E94F,2009-016T18,38,0,18,0,
1610741599,6001F75F,2009-016T19,24,0,14,0,
1610745199,6002056F,2009-016T20,28,0,13,0,
1610748799,6002137F,2009-016T21,24,0,12,0,
1610752399,6002218F,2009-016T22,27,0,22,0,
1610755999,60022F9F,2009-016T23,28,0,26,0,
1610759599,60023DAF,2009-017T00,32,0,18,0,
1610763199,60024BBF,2009-017T01,40,0,18,0,
1610766799,600259CF,2009-017T02,24,0,11,0,
1610770399,600267DF,2009-017T03,25,0,12,3,
1610773999,600275EF,2009-017T04,31,0,13,1,
1610777599,600283FF,2009-017T05,33,1,18,0,
1610781199,6002920F,2009-017T06,23,0,17,0,
1610784799,6002A01F,2009-017T07,33,0,13,1,
1610788399,6002AE2F,2009-017T08,27,0,15,1,
1610791999,6002BC3F,2009-017T09,27,0,13,0,
1610795599,6002CA4F,2009-017T10,29,0,12,0,
1610799199,6002D85F,2009-017T11,33,0,16,0,
1610802799,6002E66F,2009-017T12,27,0,25,0,
1610806399,6002F47F,2009-017T13,22,0,32,0,
1610809999,6003028F,2009-017T14,31,0,10,0,
1610813599,6003109F,2009-017T15,28,0,21,1,
1610817199,60031EAF,2009-017T16,35,0,16,0,
1610820799,60032CBF,2009-017T17,31,0,15,0,
1610824399,60033ACF,2009-017T18,25,0,21,1,
1610827999,600348DF,2009-017T19,27,0,15,0,
1610831599,600356EF,2009-017T20,30,0,16,0,
1610835199,600364FF,2009-017T21,31,0,10,0,
1610838799,6003730F,2009-017T22,22,0,8,0,
1610842399,6003811F,2009-017T23,32,0,14,1,
1610845999,60038F2F,2009-018T00,38,1,17,1,
1610849599,60039D3F,2009-018T01,25,0,16,1,
1610853199,6003AB4F,2009-018T02,32,1,9,1,
1610856799,6003B95F,2009-018T03,29,0,14,0,
1610860399,6003C76F,2009-018T04,29,0,15,0,
1610863999,6003D57F,2009-018T05,26,0,13,0,
1610867599,6003E38F,2009-018T06,30,0,11,0,
1610871199,6003F19F,2009-018T07,27,0,7,0,
1610874799,6003FFAF,2009-018T08,31,0,15,0,
1610878399,60040DBF,2009-018T09,28,0,21,0,
1610881999,60041BCF,2009-018T10,28,0,13,0,
1610885599,600429DF,2009-018T11,30,0,23,0,
1610889199,600437EF,2009-018T12,30,0,18,0,
1610892799,600445FF,2009-018T13,32,0,13,0,
1610896399,6004540F,2009-018T14,27,0,19,1,
1610899999,6004621F,2009-018T15,28,0,14,0,
1610903599,6004702F,2009-018T16,27,0,11,0,
1610907199,60047E3F,2009-018T17,35,0,21,1,
1610910799,60048C4F,2009-018T18,34,0,21,0,
1610914399,60049A5F,2009-018T19,32,0,13,0,
1610917999,6004A86F,2009-018T20,22,0,16,0,
1610921599,6004B67F,2009-018T21,33,0,17,0,
1610925199,6004C48F,2009-018T22,28,0,21,1,
1610928799,6004D29F,2009-018T23,35,0,14,2,DBE Repair SSR B
1610932399,6004E0AF,2009-019T00,14,0,16,0,
1610935999,6004EEBF,2009-019T01,20,0,10,0,
1610939599,6004FCCF,2009-019T02,32,0,18,0,
1610943199,60050ADF,2009-019T03,22,0,18,0,
1610946799,600518EF,2009-019T04,15,0,13,0,
1610950399,600526FF,2009-019T05,15,0,12,0,
1610953999,6005350F,2009-019T06,14,0,18,0,
1610957599,6005431F,2009-019T07,24,0,16,0,
1610961199,6005512F,2009-019T08,23,0,20,0,
1610964799,60055F3F,2009-019T09,23,0,17,1,
1610968399,60056D4F,2009-019T10,22,0,11,0,
1610971999,60057B5F,2009-019T11,26,0,19,0,
1610975599,6005896F,2009-019T12,19,0,19,0,
1610979199,6005977F,2009-019T13,25,0,7,0,
1610982799,6005A58F,2009-019T14,29,1,12,0,
1610986399,6005B39F,2009-019T15,30,0,24,0,
1610989999,6005C1AF,2009-019T16,31,0,10,0,
1610993599,6005CFBF,2009-019T17,16,0,14,0,
1610997199,6005DDCF,2009-019T18,22,0,15,0,
1611000799,6005EBDF,2009-019T19,26,0,9,0,
1611004399,6005F9EF,2009-019T20,27,0,20,0,
1611007999,600607FF,2009-019T21,16,0,13,0,
1611011599,6006160F,2009-019T22,19,0,15,0,
1611015199,6006241F,2009-019T23,25,0,15,0,
1611018799,6006322F,2009-020T00,28,0,16,0,
1611022399,6006403F,2009-020T01,30,0,15,0,
1611025999,60064E4F,2009-020T02,27,1,21,1,
1611029599,60065C5F,2009-020T03,28,0,14,0,APOAPSIS
1611033199,60066A6F,2009-020T04,32,0,13,0,
1611036799,6006787F,2009-020T05,27,0,16,0,
1611040399,6006868F,2009-020T06,29,1,17,0,
