Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,
1664910799,633C85CF,2010-277T18,22,1,12,0,
1664914399,633C93DF,2010-277T19,22,0,19,0,
1664917999,633CA1EF,2010-277T20,24,0,14,0,APOAPSIS
1664921599,633CAFFF,2010-277T21,23,1,14,0,
1664925199,633CBE0F,2010-277T22,28,0,15,0,
1664928799,633CCC1F,2010-277T23,20,0,23,0,
1664932399,633CDA2F,2010-278T00,27,0,16,0,
1664935999,633CE83F,2010-278T01,21,1,15,0,
1664939599,633CF64F,2010-278T02,21,0,4,0,
1664943199,633D045F,2010-278T03,20,0,17,0,
1664946799,633D126F,2010-278T04,15,0,16,3,
1664950399,633D207F,2010-278T05,20,0,14,1,
1664953999,633D2E8F,2010-278T06,26,1,13,0,
1664957599,633D3C9F,2010-278T07,24,0,16,1,
1664961199,633D4AAF,2010-278T08,19,0,21,0,
1664964799,633D58BF,2010-278T09,22,0,14,0,
1664968399,633D66CF,2010-278T10,15,0,17,0,
1664971999,633D74DF,2010-278T11,20,0,13,0,
1664975599,633D82EF,2010-278T12,22,0,11,0,
1664979199,633D90FF,2010-278T13,17,0,19,0,
1664982799,633D9F0F,2010-278T14,18,0,29,0,
1664986399,633DAD1F,2010-278T15,31,0,10,0,
1664989999,633DBB2F,2010-278T16,22,0,18,0,
1664993599,633DC93F,2010-278T17,25,0,14,0,
1664997199,633DD74F,2010-278T18,25,0,13,0,
1665000799,633DE55F,2010-278T19,28,0,23,0,
1665004399,633DF36F,2010-278T20,16,0,14,0,
1665007999,633E017F,2010-278T21,26,0,18,1,
1665011599,633E0F8F,2010-278T22,16,0,17,0,
1665015199,633E1D9F,2010-278T23,23,0,12,0,
1665018799,633E2BAF,2010-279T00,17,1,12,0,
1665022399,633E39BF,2010-279T01,16,0,13,0,
1665025999,633E47CF,2010-279T02,28,0,15,0,
1665029599,633E55DF,2010-279T03,27,0,17,0,
1665033199,633E63EF,2010-279T04,27,0,26,0,
1665036799,633E71FF,2010-279T05,20,0,11,0,
1665040399,633E800F,2010-279T06,16,0,13,0,
1665043999,633E8E1F,2010-279T07,28,0,24,0,
1665047599,633E9C2F,2010-279T08,10,1,13,1,
1665051199,633EAA3F,2010-279T09,10,0,20,0,
1665054799,633EB84F,2010-279T10,10,0,14,0,
1665058399,633EC65F,2010-279T11,22,0,18,1,
1665061999,633ED46F,2010-279T12,6,0,15,0,
1665065599,633EE27F,2010-279T13,7,0,14,0,
1665069199,633EF08F,2010-279T14,16,0,14,0,
1665072799,633EFE9F,2010-279T15,21,0,18,1,
1665076399,633F0CAF,2010-279T16,27,0,15,0,
1665079999,633F1ABF,2010-279T17,20,0,8,0,
1665083599,633F28CF,2010-279T18,25,0,22,0,
1665087199,633F36DF,2010-279T19,18,0,10,0,
1665090799,633F44EF,2010-279T20,24,0,12,0,
1665094399,633F52FF,2010-279T21,22,0,9,0,
1665097999,633F610F,2010-279T22,26,1,12,0,
1665101599,633F6F1F,2010-279T23,28,1,16,1,
1665105199,633F7D2F,2010-280T00,25,0,13,0,
1665108799,633F8B3F,2010-280T01,22,0,19,0,
1665112399,633F994F,2010-280T02,23,0,11,0,
1665115999,633FA75F,2010-280T03,17,1,18,1,
1665119599,633FB56F,2010-280T04,18,0,11,1,
1665123199,633FC37F,2010-280T05,26,0,18,0,
1665126799,633FD18F,2010-280T06,27,0,16,0,
1665130399,633FDF9F,2010-280T07,22,0,19,0,
1665133999,633FEDAF,2010-280T08,18,0,11,0,
1665137599,633FFBBF,2010-280T09,24,0,10,0,
1665141199,634009CF,2010-280T10,20,0,21,0,
1665144799,634017DF,2010-280T11,40,0,8,0,
1665148399,634025EF,2010-280T12,32,2,12,0,
1665151999,634033FF,2010-280T13,22,0,15,0,
1665155599,6340420F,2010-280T14,24,0,14,0,
1665159199,6340501F,2010-280T15,27,0,15,0,
1665162799,63405E2F,2010-280T16,24,1,17,0,
1665166399,63406C3F,2010-280T17,34,2,16,1,
1665169999,63407A4F,2010-280T18,22,0,20,0,
1665173599,6340885F,2010-280T19,31,0,16,0,
1665177199,6340966F,2010-280T20,28,0,12,0,
1665180799,6340A47F,2010-280T21,28,0,12,1,
1665184399,6340B28F,2010-280T22,18,0,14,0,
1665187999,6340C09F,2010-280T23,18,0,30,0,
1665191599,6340CEAF,2010-281T00,25,0,15,0,
1665195199,6340DCBF,2010-281T01,19,0,11,0,
1665198799,6340EACF,2010-281T02,30,0,14,0,
1665202399,6340F8DF,2010-281T03,19,1,15,1,
1665205999,634106EF,2010-281T04,24,0,21,0,
1665209599,634114FF,2010-281T05,17,0,20,0,
1665213199,6341230F,2010-281T06,30,2,15,1,
1665216799,6341311F,2010-281T07,22,0,18,0,
1665220399,63413F2F,2010-281T08,23,0,17,0,
1665223999,63414D3F,2010-281T09,20,3,18,0,
1665227599,63415B4F,2010-281T10,23,0,13,0,
1665231199,6341695F,2010-281T11,19,0,7,0,
1665234799,6341776F,2010-281T12,13,0,13,0,
1665238399,6341857F,2010-281T13,17,0,14,0,
1665241999,6341938F,2010-281T14,17,0,15,0,
1665245599,6341A19F,2010-281T15,22,0,18,0,
1665249199,6341AFAF,2010-281T16,23,0,23,0,
1665252799,6341BDBF,2010-281T17,37,0,13,0,
1665256399,6341CBCF,2010-281T18,15,0,18,0,
1665259999,6341D9DF,2010-281T19,18,0,15,0,
1665263599,6341E7EF,2010-281T20,29,0,20,9,
1665267199,6341F5FF,2010-281T21,28,0,9,0,
1665270799,6342040F,2010-281T22,26,0,20,0,
1665274399,6342121F,2010-281T23,27,1,25,1,
1665277999,6342202F,2010-282T00,26,0,19,0,
1665281599,63422E3F,2010-282T01,17,0,19,0,
1665285199,63423C4F,2010-282T02,21,0,22,0,
1665288799,63424A5F,2010-282T03,21,0,14,0,
1665292399,6342586F,2010-282T04,21,0,12,0,
1665295999,6342667F,2010-282T05,19,0,10,0,
1665299599,6342748F,2010-282T06,15,0,18,0,
1665303199,6342829F,2010-282T07,24,0,11,1,
1665306799,634290AF,2010-282T08,18,0,19,0,
1665310399,63429EBF,2010-282T09,15,0,23,0,
1665313999,6342ACCF,2010-282T10,20,0,12,0,
1665317599,6342BADF,2010-282T11,27,0,16,1,
1665321199,6342C8EF,2010-282T12,25,0,17,0,
1665324799,6342D6FF,2010-282T13,22,0,21,0,
1665328399,6342E50F,2010-282T14,26,1,28,0,
1665331999,6342F31F,2010-282T15,16,0,21,0,
1665335599,6343012F,2010-282T16,20,0,16,0,
1665339199,63430F3F,2010-282T17,24,0,9,0,
1665342799,63431D4F,2010-282T18,21,1,24,1,
1665346399,63432B5F,2010-282T19,24,1,16,0,
1665349999,6343396F,2010-282T20,26,0,8,0,
1665353599,6343477F,2010-282T21,17,0,6,0,
1665357199,6343558F,2010-282T22,27,0,14,0,
1665360799,6343639F,2010-282T23,21,0,10,0,
1665364399,634371AF,2010-283T00,16,0,13,1,
1665367999,63437FBF,2010-283T01,23,0,17,1,
1665371599,63438DCF,2010-283T02,29,0,9,0,
1665375199,63439BDF,2010-283T03,23,0,13,0,
1665378799,6343A9EF,2010-283T04,13,0,19,1,
1665382399,6343B7FF,2010-283T05,27,0,16,0,
1665385999,6343C60F,2010-283T06,24,1,13,1,
1665389599,6343D41F,2010-283T07,20,0,22,0,
1665393199,6343E22F,2010-283T08,26,0,14,0,
1665396799,6343F03F,2010-283T09,23,0,11,0,
1665400399,6343FE4F,2010-283T10,29,0,22,0,
1665403999,63440C5F,2010-283T11,32,1,16,4,
1665407599,63441A6F,2010-283T12,21,0,16,0,
1665411199,6344287F,2010-283T13,13,0,16,0,
1665414799,6344368F,2010-283T14,18,1,19,0,
1665418399,6344449F,2010-283T15,17,4,23,1,
1665421999,634452AF,2010-283T16,23,0,23,1,
1665425599,634460BF,2010-283T17,22,1,16,0,
1665429199,63446ECF,2010-283T18,19,0,9,0,
1665432799,63447CDF,2010-283T19,27,0,20,0,
1665436399,63448AEF,2010-283T20,28,0,10,1,
1665439999,634498FF,2010-283T21,22,0,12,0,
1665443599,6344A70F,2010-283T22,17,1,8,0,
1665447199,6344B51F,2010-283T23,26,0,9,0,
1665450799,6344C32F,2010-284T00,26,0,14,0,
1665454399,6344D13F,2010-284T01,20,0,12,0,
1665457999,6344DF4F,2010-284T02,25,0,9,0,
1665461599,6344ED5F,2010-284T03,29,0,18,0,
1665465199,6344FB6F,2010-284T04,32,0,14,0,
1665468799,6345097F,2010-284T05,25,0,13,0,
1665472399,6345178F,2010-284T06,26,1,21,1,
1665475999,6345259F,2010-284T07,28,1,20,0,
1665479599,634533AF,2010-284T08,17,0,14,0,
1665483199,634541BF,2010-284T09,22,0,7,0,
1665486799,63454FCF,2010-284T10,30,0,19,0,
1665490399,63455DDF,2010-284T11,23,0,22,0,
1665493999,63456BEF,2010-284T12,25,0,8,1,
1665497599,634579FF,2010-284T13,25,0,16,2,
1665501199,6345880F,2010-284T14,17,0,14,0,
1665504799,6345961F,2010-284T15,27,0,20,1,
1665508399,6345A42F,2010-284T16,28,2,17,0,
1665511999,6345B23F,2010-284T17,24,1,11,0,
1665515599,6345C04F,2010-284T18,24,0,18,1,
1665519199,6345CE5F,2010-284T19,24,0,10,0,
1665522799,6345DC6F,2010-284T20,25,0,21,0,
1665526399,6345EA7F,2010-284T21,19,0,14,0,
1665529999,6345F88F,2010-284T22,28,0,11,0,
1665533599,6346069F,2010-284T23,17,0,11,0,
1665537199,634614AF,2010-285T00,25,0,25,0,
1665540799,634622BF,2010-285T01,22,0,19,0,
1665544399,634630CF,2010-285T02,19,0,16,0,
1665547999,63463EDF,2010-285T03,20,0,17,0,
1665551599,63464CEF,2010-285T04,37,0,8,2,
1665555199,63465AFF,2010-285T05,26,0,10,0,
1665558799,6346690F,2010-285T06,25,0,13,0,
1665562399,6346771F,2010-285T07,19,0,21,0,
1665565999,6346852F,2010-285T08,20,0,15,0,
1665569599,6346933F,2010-285T09,19,0,18,0,
1665573199,6346A14F,2010-285T10,29,0,22,0,
1665576799,6346AF5F,2010-285T11,22,1,18,0,
1665580399,6346BD6F,2010-285T12,23,0,13,0,
1665583999,6346CB7F,2010-285T13,21,0,22,0,
1665587599,6346D98F,2010-285T14,27,0,14,0,
1665591199,6346E79F,2010-285T15,18,0,14,0,
1665594799,6346F5AF,2010-285T16,21,0,16,0,
1665598399,634703BF,2010-285T17,30,0,11,0,
1665601999,634711CF,2010-285T18,20,0,18,0,
1665605599,63471FDF,2010-285T19,17,1,13,0,
1665609199,63472DEF,2010-285T20,36,0,30,0,
1665612799,63473BFF,2010-285T21,18,1,23,0,
1665616399,63474A0F,2010-285T22,21,0,9,0,
1665619999,6347581F,2010-285T23,25,0,17,1,
1665623599,6347662F,2010-286T00,23,0,15,0,
1665627199,6347743F,2010-286T01,26,0,16,0,
1665630799,6347824F,2010-286T02,17,2,16,0,
1665634399,6347905F,2010-286T03,21,0,13,0,
1665637999,63479E6F,2010-286T04,22,1,15,0,
1665641599,6347AC7F,2010-286T05,26,1,21,1,
1665645199,6347BA8F,2010-286T06,18,0,18,0,
1665648799,6347C89F,2010-286T07,27,0,13,0,
1665652399,6347D6AF,2010-286T08,15,0,18,0,
1665655999,6347E4BF,2010-286T09,21,0,21,0,
1665659599,6347F2CF,2010-286T10,23,0,15,0,
1665663199,634800DF,2010-286T11,22,0,16,0,
1665666799,63480EEF,2010-286T12,20,0,13,0,
1665670399,63481CFF,2010-286T13,34,1,17,0,
1665673999,63482B0F,2010-286T14,24,1,13,0,
1665677599,6348391F,2010-286T15,27,0,22,0,
1665681199,6348472F,2010-286T16,24,0,21,0,
1665684799,6348553F,2010-286T17,23,0,12,0,
1665688399,6348634F,2010-286T18,21,1,21,0,
1665691999,6348715F,2010-286T19,25,0,15,0,
1665695599,63487F6F,2010-286T20,25,1,21,0,
1665699199,63488D7F,2010-286T21,17,0,7,1,
1665702799,63489B8F,2010-286T22,29,0,19,0,
1665706399,6348A99F,2010-286T23,17,0,13,0,
1665709999,6348B7AF,2010-287T00,15,0,16,0,
1665713599,6348C5BF,2010-287T01,21,0,24,1,
1665717199,6348D3CF,2010-287T02,36,0,14,0,
1665720799,6348E1DF,2010-287T03,25,0,21,0,
1665724399,6348EFEF,2010-287T04,31,1,19,0,
1665727999,6348FDFF,2010-287T05,22,0,22,0,
1665731599,63490C0F,2010-287T06,22,0,17,0,
1665735199,63491A1F,2010-287T07,22,0,13,0,
1665738799,6349282F,2010-287T08,25,0,17,0,
1665742399,6349363F,2010-287T09,27,1,23,0,
1665745999,6349444F,2010-287T10,21,0,14,0,
1665749599,6349525F,2010-287T11,27,0,19,0,
1665753199,6349606F,2010-287T12,27,0,21,0,
1665756799,63496E7F,2010-287T13,24,0,12,0,
1665760399,63497C8F,2010-287T14,23,0,15,0,
1665763999,63498A9F,2010-287T15,42,3,20,0,
1665767599,634998AF,2010-287T16,30,0,14,0,
1665771199,6349A6BF,2010-287T17,15,0,17,0,
1665774799,6349B4CF,2010-287T18,22,0,24,0,
1665778399,6349C2DF,2010-287T19,20,0,12,0,
1665781999,6349D0EF,2010-287T20,19,0,12,0,
1665785599,6349DEFF,2010-287T21,32,1,8,0,
1665789199,6349ED0F,2010-287T22,22,0,19,0,
1665792799,6349FB1F,2010-287T23,22,0,21,0,
1665796399,634A092F,2010-288T00,30,1,14,0,
1665799999,634A173F,2010-288T01,19,0,9,0,
1665803599,634A254F,2010-288T02,17,0,27,0,
1665807199,634A335F,2010-288T03,23,0,20,0,
1665810799,634A416F,2010-288T04,23,0,13,0,
1665814399,634A4F7F,2010-288T05,22,0,22,0,
1665817999,634A5D8F,2010-288T06,16,0,27,0,
1665821599,634A6B9F,2010-288T07,19,0,22,0,
1665825199,634A79AF,2010-288T08,15,0,13,0,
1665828799,634A87BF,2010-288T09,22,0,21,0,
1665832399,634A95CF,2010-288T10,18,0,17,0,
1665835999,634AA3DF,2010-288T11,29,1,13,0,
1665839599,634AB1EF,2010-288T12,22,0,15,0,
1665843199,634ABFFF,2010-288T13,27,0,17,1,
1665846799,634ACE0F,2010-288T14,24,1,20,0,
1665850399,634ADC1F,2010-288T15,27,0,22,0,
1665853999,634AEA2F,2010-288T16,22,0,18,1,
1665857599,634AF83F,2010-288T17,21,0,22,1,
1665861199,634B064F,2010-288T18,17,0,14,0,
1665864799,634B145F,2010-288T19,33,0,20,0,
1665868399,634B226F,2010-288T20,16,0,10,0,
1665871999,634B307F,2010-288T21,32,0,22,0,
1665875599,634B3E8F,2010-288T22,19,1,18,0,
1665879199,634B4C9F,2010-288T23,23,0,22,0,
1665882799,634B5AAF,2010-289T00,29,0,14,0,
1665886399,634B68BF,2010-289T01,27,1,27,1,
1665889999,634B76CF,2010-289T02,17,0,10,0,
1665893599,634B84DF,2010-289T03,28,0,11,1,
1665897199,634B92EF,2010-289T04,23,0,18,0,
1665900799,634BA0FF,2010-289T05,20,1,14,0,
1665904399,634BAF0F,2010-289T06,14,0,20,0,
1665907999,634BBD1F,2010-289T07,11,0,18,0,
1665911599,634BCB2F,2010-289T08,26,0,12,0,
1665915199,634BD93F,2010-289T09,14,0,17,0,
1665918799,634BE74F,2010-289T10,14,0,14,0,
1665922399,634BF55F,2010-289T11,19,0,13,0,
1665925999,634C036F,2010-289T12,11,0,12,0,
1665929599,634C117F,2010-289T13,13,0,7,0,
1665933199,634C1F8F,2010-289T14,13,0,8,0,
1665936799,634C2D9F,2010-289T15,15,0,6,0,
1665940399,634C3BAF,2010-289T16,14,0,8,0,
1665943999,634C49BF,2010-289T17,11,0,9,0,PERIAPSIS
1665947599,634C57CF,2010-289T18,12,0,6,0,
1665951199,634C65DF,2010-289T19,12,0,6,0,
1665954799,634C73EF,2010-289T20,13,0,6,0,
1665958399,634C81FF,2010-289T21,15,0,10,0,
1665961999,634C900F,2010-289T22,13,0,9,0,
1665965599,634C9E1F,2010-289T23,14,0,8,0,
1665969199,634CAC2F,2010-290T00,18,0,8,0,
1665972799,634CBA3F,2010-290T01,19,0,15,0,
1665976399,634CC84F,2010-290T02,20,0,12,0,
1665979999,634CD65F,2010-290T03,19,0,13,0,
1665983599,634CE46F,2010-290T04,14,0,14,0,
1665987199,634CF27F,2010-290T05,17,0,19,0,
1665990799,634D008F,2010-290T06,25,0,11,0,
1665994399,634D0E9F,2010-290T07,21,0,18,0,
1665997999,634D1CAF,2010-290T08,33,0,13,0,
1666001599,634D2ABF,2010-290T09,34,1,13,0,
1666005199,634D38CF,2010-290T10,29,0,12,0,
1666008799,634D46DF,2010-290T11,26,0,17,0,
1666012399,634D54EF,2010-290T12,25,0,15,0,
1666015999,634D62FF,2010-290T13,29,0,22,0,
1666019599,634D710F,2010-290T14,24,0,26,0,
1666023199,634D7F1F,2010-290T15,15,0,22,1,
1666026799,634D8D2F,2010-290T16,21,0,20,0,
1666030399,634D9B3F,2010-290T17,21,0,14,0,
1666033999,634DA94F,2010-290T18,23,0,17,0,
1666037599,634DB75F,2010-290T19,16,0,11,0,
1666041199,634DC56F,2010-290T20,20,1,16,0,
1666044799,634DD37F,2010-290T21,24,0,15,1,
1666048399,634DE18F,2010-290T22,18,0,18,0,
1666051999,634DEF9F,2010-290T23,23,0,16,0,
1666055599,634DFDAF,2010-291T00,19,0,19,0,
1666059199,634E0BBF,2010-291T01,13,0,15,0,
1666062799,634E19CF,2010-291T02,20,0,11,1,
1666066399,634E27DF,2010-291T03,19,0,18,0,
1666069999,634E35EF,2010-291T04,27,0,15,0,
1666073599,634E43FF,2010-291T05,18,0,12,0,
1666077199,634E520F,2010-291T06,22,0,18,0,
1666080799,634E601F,2010-291T07,22,0,20,0,
1666084399,634E6E2F,2010-291T08,21,0,7,0,
1666087999,634E7C3F,2010-291T09,23,0,14,0,
1666091599,634E8A4F,2010-291T10,18,0,18,0,
1666095199,634E985F,2010-291T11,25,1,18,0,
1666098799,634EA66F,2010-291T12,24,1,15,0,
1666102399,634EB47F,2010-291T13,22,0,11,0,
1666105999,634EC28F,2010-291T14,24,0,10,0,
1666109599,634ED09F,2010-291T15,27,0,25,0,
1666113199,634EDEAF,2010-291T16,17,0,18,0,
1666116799,634EECBF,2010-291T17,30,0,14,0,
1666120399,634EFACF,2010-291T18,17,0,13,0,
1666210399,63505A5F,2010-292T19,25,0,10,0,
1666213999,6350686F,2010-292T20,24,0,19,0,
1666217599,6350767F,2010-292T21,23,0,8,2,
1666221199,6350848F,2010-292T22,24,0,15,0,
1666224799,6350929F,2010-292T23,12,0,15,0,
1666228399,6350A0AF,2010-293T00,17,0,17,0,
1666231999,6350AEBF,2010-293T01,26,0,11,0,
1666235599,6350BCCF,2010-293T02,20,0,20,0,
1666239199,6350CADF,2010-293T03,18,0,12,0,
1666242799,6350D8EF,2010-293T04,25,0,15,0,
1666246399,6350E6FF,2010-293T05,25,0,18,0,
1666249999,6350F50F,2010-293T06,18,1,16,0,
1666253599,6351031F,2010-293T07,25,0,21,0,
1666257199,6351112F,2010-293T08,22,0,17,0,
1666260799,63511F3F,2010-293T09,22,0,7,0,
1666264399,63512D4F,2010-293T10,16,0,19,0,
1666267999,63513B5F,2010-293T11,23,0,16,0,
1666271599,6351496F,2010-293T12,24,1,12,0,
1666275199,6351577F,2010-293T13,21,1,16,0,
1666278799,6351658F,2010-293T14,18,0,14,0,
1666282399,6351739F,2010-293T15,14,0,21,0,
1666285999,635181AF,2010-293T16,21,1,16,0,
1666289599,63518FBF,2010-293T17,21,0,21,0,
1666293199,63519DCF,2010-293T18,21,0,11,0,
1666296799,6351ABDF,2010-293T19,26,0,12,0,
1666300399,6351B9EF,2010-293T20,18,0,10,0,
1666303999,6351C7FF,2010-293T21,21,0,14,1,
1666307599,6351D60F,2010-293T22,25,0,11,0,
1666311199,6351E41F,2010-293T23,21,0,15,1,
1666314799,6351F22F,2010-294T00,22,0,12,0,
1666318399,6352003F,2010-294T01,26,0,11,0,
1666321999,63520E4F,2010-294T02,20,0,10,0,
1666325599,63521C5F,2010-294T03,23,0,10,0,
1666329199,63522A6F,2010-294T04,29,0,22,0,
1666332799,6352387F,2010-294T05,18,0,16,0,
1666336399,6352468F,2010-294T06,25,0,23,0,
1666339999,6352549F,2010-294T07,28,0,12,0,
1666343599,635262AF,2010-294T08,17,0,17,0,
1666347199,635270BF,2010-294T09,20,0,15,0,
1666350799,63527ECF,2010-294T10,26,0,22,0,
1666354399,63528CDF,2010-294T11,18,0,13,0,
1666357999,63529AEF,2010-294T12,30,0,19,0,
1666361599,6352A8FF,2010-294T13,25,2,20,0,
1666365199,6352B70F,2010-294T14,18,0,14,0,
1666368799,6352C51F,2010-294T15,20,1,15,0,
1666372399,6352D32F,2010-294T16,24,1,12,0,
1666375999,6352E13F,2010-294T17,20,0,18,0,
1666379599,6352EF4F,2010-294T18,21,1,11,0,
1666383199,6352FD5F,2010-294T19,31,0,11,0,
1666386799,63530B6F,2010-294T20,21,0,11,0,
1666390399,6353197F,2010-294T21,20,0,18,0,
1666393999,6353278F,2010-294T22,24,0,12,0,
1666397599,6353359F,2010-294T23,24,0,17,1,
1666401199,635343AF,2010-295T00,19,0,13,0,
1666404799,635351BF,2010-295T01,16,0,11,1,
1666408399,63535FCF,2010-295T02,22,1,13,0,
1666411999,63536DDF,2010-295T03,17,0,16,0,
1666415599,63537BEF,2010-295T04,22,0,20,0,
1666419199,635389FF,2010-295T05,26,0,18,0,
1666422799,6353980F,2010-295T06,25,0,21,0,
1666426399,6353A61F,2010-295T07,18,0,10,0,
1666429999,6353B42F,2010-295T08,30,0,14,0,
1666433599,6353C23F,2010-295T09,18,0,11,0,
1666437199,6353D04F,2010-295T10,21,0,10,0,
1666440799,6353DE5F,2010-295T11,16,0,11,0,
1666444399,6353EC6F,2010-295T12,19,0,15,0,
1666447999,6353FA7F,2010-295T13,16,0,15,0,
1666451599,6354088F,2010-295T14,24,0,20,0,
1666455199,6354169F,2010-295T15,21,0,42,8,
1666458799,635424AF,2010-295T16,29,0,18,0,
1666462399,635432BF,2010-295T17,22,0,12,1,
1666465999,635440CF,2010-295T18,20,0,17,1,
1666469599,63544EDF,2010-295T19,16,0,18,0,
1666473199,63545CEF,2010-295T20,30,1,11,0,
1666476799,63546AFF,2010-295T21,24,0,10,0,
1666480399,6354790F,2010-295T22,23,0,20,0,
1666483999,6354871F,2010-295T23,21,0,14,1,
1666487599,6354952F,2010-296T00,24,0,17,0,
1666491199,6354A33F,2010-296T01,23,0,15,0,
1666494799,6354B14F,2010-296T02,23,1,20,0,
1666498399,6354BF5F,2010-296T03,24,0,9,0,
1666501999,6354CD6F,2010-296T04,25,0,14,0,
1666505599,6354DB7F,2010-296T05,25,0,21,0,
1666509199,6354E98F,2010-296T06,27,0,14,0,
1666512799,6354F79F,2010-296T07,24,0,19,0,
1666516399,635505AF,2010-296T08,19,0,12,0,
1666519999,635513BF,2010-296T09,23,1,17,0,
1666523599,635521CF,2010-296T10,35,0,17,0,
1666527199,63552FDF,2010-296T11,19,1,14,0,
1666530799,63553DEF,2010-296T12,22,1,18,0,
1666534399,63554BFF,2010-296T13,26,0,12,0,
1666537999,63555A0F,2010-296T14,25,0,10,1,
1666541599,6355681F,2010-296T15,19,0,15,0,
1666545199,6355762F,2010-296T16,18,0,14,1,
1666548799,6355843F,2010-296T17,17,0,16,1,
1666552399,6355924F,2010-296T18,18,0,19,0,
1666555999,6355A05F,2010-296T19,21,0,20,0,
1666559599,6355AE6F,2010-296T20,17,0,10,0,
1666563199,6355BC7F,2010-296T21,23,0,30,1,
1666566799,6355CA8F,2010-296T22,20,0,18,0,
1666570399,6355D89F,2010-296T23,22,0,11,0,
1666573999,6355E6AF,2010-297T00,18,0,15,0,
1666577599,6355F4BF,2010-297T01,15,0,13,0,
1666581199,635602CF,2010-297T02,21,0,10,0,
1666584799,635610DF,2010-297T03,27,0,19,1,
1666588399,63561EEF,2010-297T04,19,0,16,0,
1666591999,63562CFF,2010-297T05,35,0,15,0,
1666595599,63563B0F,2010-297T06,20,0,15,0,
1666599199,6356491F,2010-297T07,34,1,8,0,
1666602799,6356572F,2010-297T08,27,0,13,0,
1666606399,6356653F,2010-297T09,23,3,7,0,
1666609999,6356734F,2010-297T10,22,0,23,0,
1666613599,6356815F,2010-297T11,19,0,19,0,
1666617199,63568F6F,2010-297T12,19,0,21,0,
1666620799,63569D7F,2010-297T13,22,0,12,0,
1666624399,6356AB8F,2010-297T14,28,0,17,1,
1666627999,6356B99F,2010-297T15,22,0,21,0,
1666631599,6356C7AF,2010-297T16,18,1,15,0,
1666635199,6356D5BF,2010-297T17,14,0,16,0,
1666638799,6356E3CF,2010-297T18,20,0,11,0,
1666642399,6356F1DF,2010-297T19,27,0,24,0,
1666645999,6356FFEF,2010-297T20,16,0,9,0,
1666649599,63570DFF,2010-297T21,20,0,22,2,
1666653199,63571C0F,2010-297T22,30,0,19,0,
1666656799,63572A1F,2010-297T23,19,0,16,0,
1666660399,6357382F,2010-298T00,18,1,18,0,
1666663999,6357463F,2010-298T01,20,0,16,0,
1666667599,6357544F,2010-298T02,32,0,11,0,
1666671199,6357625F,2010-298T03,15,0,14,0,
1666674799,6357706F,2010-298T04,18,1,15,0,
1666678399,63577E7F,2010-298T05,17,0,9,0,
1666681999,63578C8F,2010-298T06,35,0,12,0,
1666685599,63579A9F,2010-298T07,23,0,13,0,
1666689199,6357A8AF,2010-298T08,26,1,9,0,
1666692799,6357B6BF,2010-298T09,22,0,20,0,
1666696399,6357C4CF,2010-298T10,21,0,13,0,
1666699999,6357D2DF,2010-298T11,20,1,18,0,
1666703599,6357E0EF,2010-298T12,24,0,15,0,
1666707199,6357EEFF,2010-298T13,21,0,13,0,
1666710799,6357FD0F,2010-298T14,14,0,20,0,
1666714399,63580B1F,2010-298T15,27,0,17,0,
1666717999,6358192F,2010-298T16,22,0,19,0,
1666721599,6358273F,2010-298T17,21,1,16,0,
1666725199,6358354F,2010-298T18,25,0,17,0,
1666728799,6358435F,2010-298T19,25,0,17,1,
1666732399,6358516F,2010-298T20,28,0,16,0,
1666735999,63585F7F,2010-298T21,18,0,19,1,
1666739599,63586D8F,2010-298T22,28,0,23,0,
1666743199,63587B9F,2010-298T23,21,0,21,0,
1666746799,635889AF,2010-299T00,15,0,17,0,
1666750399,635897BF,2010-299T01,22,0,25,2,
1666753999,6358A5CF,2010-299T02,29,0,18,0,
1666757599,6358B3DF,2010-299T03,22,0,16,0,
1666761199,6358C1EF,2010-299T04,25,0,23,0,
1666764799,6358CFFF,2010-299T05,28,0,11,0,
1666768399,6358DE0F,2010-299T06,24,0,16,0,
1666771999,6358EC1F,2010-299T07,21,0,24,1,
1666775599,6358FA2F,2010-299T08,20,0,13,0,
1666779199,6359083F,2010-299T09,22,0,33,0,
1666782799,6359164F,2010-299T10,26,0,16,1,
1666786399,6359245F,2010-299T11,15,0,16,0,
1666789999,6359326F,2010-299T12,28,0,15,1,
1666793599,6359407F,2010-299T13,17,0,18,0,
1666797199,63594E8F,2010-299T14,23,0,22,0,
1666800799,63595C9F,2010-299T15,19,0,24,0,
1666804399,63596AAF,2010-299T16,22,0,16,0,
1666807999,635978BF,2010-299T17,22,0,13,0,
1666811599,635986CF,2010-299T18,33,0,22,0,
1666815199,635994DF,2010-299T19,20,0,15,0,
1666818799,6359A2EF,2010-299T20,24,0,9,0,
1666822399,6359B0FF,2010-299T21,18,0,11,0,
1666825999,6359BF0F,2010-299T22,17,0,10,0,
1666829599,6359CD1F,2010-299T23,22,0,20,0,
1666833199,6359DB2F,2010-300T00,32,0,9,0,
1666836799,6359E93F,2010-300T01,22,0,17,0,
1666840399,6359F74F,2010-300T02,22,0,11,1,
1666843999,635A055F,2010-300T03,22,0,26,0,
1666847599,635A136F,2010-300T04,20,1,21,0,
1666851199,635A217F,2010-300T05,23,0,16,0,
