Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,,
1499854804,5965F7D4,2005-193T09,66,1,15,0,,
1499926804,59671114,2005-194T05,9,0,15,0,,
1499930404,59671F24,2005-194T06,13,0,15,0,,
1499952004,59677384,2005-194T12,120,2,15,0,,
1500110404,5969DE44,2005-196T08,25,0,15,0,,
1500272404,596C5714,2005-198T05,19,0,15,0,,
1500283204,596C8144,2005-198T08,17,0,15,0,,
1500405604,596E5F64,2005-199T18,21,1,15,0,,
1500484804,596F94C4,2005-200T16,25,0,15,0,,
1500574804,5970F454,2005-201T17,28,0,15,0,,
1500603604,597164D4,2005-202T01,24,0,15,1,,
1500697204,5972D274,2005-203T03,21,0,15,0,,
1500718804,597326D4,2005-203T09,26,0,15,0,,
1500736804,59736D24,2005-203T14,28,0,15,1,,
1500758404,5973C184,2005-203T20,20,0,15,0,,
1500848404,59752114,2005-204T21,20,0,15,0,,
1500870004,59757574,2005-205T03,19,0,15,0,,
1500891604,5975C9D4,2005-205T09,15,0,15,0,,
1500988804,59774584,2005-206T12,21,0,15,0,,
1501122004,59794DD4,2005-208T01,11,0,15,0,,
1501266004,597B8054,2005-209T17,19,0,15,2,,
1501352404,597CD1D4,2005-210T17,18,0,15,0,,
1501384804,597D5064,2005-211T02,18,0,15,0,,
1501395604,597D7A94,2005-211T05,17,0,15,0,,
1501417204,597DCEF4,2005-211T11,18,1,15,0,,
1501442404,597E3164,2005-211T18,17,0,15,0,,
1501500004,597F1264,2005-212T10,19,0,15,0,,
1501507204,597F2E84,2005-212T12,12,0,15,0,,
1501532404,597F90F4,2005-212T19,14,0,15,0,,
1501647604,598152F4,2005-214T03,23,0,15,0,,
1501694404,598209C4,2005-214T16,8,0,15,0,,
1501748404,5982DCB4,2005-215T07,26,0,15,0,,
1501759204,5.98E+09,2005-215T10,21,0,15,0,,
1501845604,59845864,2005-216T10,16,0,15,1,,
1501863604,59849EB4,2005-216T15,15,0,15,0,,
1501971604,59864494,2005-217T21,16,0,15,0,,
1501989604,59868AE4,2005-218T02,24,0,15,0,,
1502054404,59878804,2005-218T20,18,1,15,0,,
1502065204,5987B234,2005-218T23,14,0,15,1,,
1502083204,5987F884,2005-219T04,16,0,15,0,,
1502112004,59886904,2005-219T12,20,0,15,0,,
1502126404,5988A144,2005-219T16,21,0,15,0,,
1502140804,5988D984,2005-219T20,26,0,15,0,,
1502180404,59897434,2005-220T07,23,0,15,0,,
1502299204,598B4444,2005-221T16,39,0,15,0,,
1502324404,598BA6B4,2005-221T23,12,0,15,0,,
1502378404,598C79A4,2005-222T14,65,0,15,0,,
1502392804,598CB1E4,2005-222T18,39,0,15,0,,
1502421604,598D2264,2005-223T02,39,0,15,0,,
1502428804,598D3E84,2005-223T04,29,0,15,0,,
1502432404,598D4C94,2005-223T05,27,0,15,2,,
1502457604,598DAF04,2005-223T12,27,0,15,0,,
1502468404,598DD934,2005-223T15,32,0,15,1,,
1502500804,598E57C4,2005-224T00,29,0,15,0,,
1502558404,598F38C4,2005-224T16,20,0,15,0,,
1502601604,598FE184,2005-225T04,32,0,15,1,,
1502623204,5.99E+09,2005-225T10,22,0,15,0,,
1502691604,59914114,2005-226T05,35,0,15,0,,
1502702404,59916B44,2005-226T08,43,0,15,0,,
1502709604,59918764,2005-226T10,29,0,15,0,,
1502734804,5991E9D4,2005-226T17,29,0,15,0,,
1502756404,5.99E+38,2005-226T23,24,0,15,0,,
1502796004,5992D8E4,2005-227T10,15,1,15,0,,
1502882404,59942A64,2005-228T10,7,0,15,0,,
1502922004,5994C514,2005-228T21,11,0,15,0,,
1502943604,59951974,2005-229T03,9,0,15,0,,
1502997604,5995EC64,2005-229T18,15,0,15,0,,
1503022804,59964ED4,2005-230T01,29,0,15,0,,
1503044404,5996A334,2005-230T07,15,0,15,0,,
1503134404,599802C4,2005-231T08,39,0,15,0,,
1503289204,599A5F74,2005-233T03,80,0,15,0,,
1503336004,599B1644,2005-233T16,355,5,15,0,,
1503390004,599BE934,2005-234T07,210,6,15,0,,
1503408004,599C2F84,2005-234T12,38,0,15,0,,
1503498004,599D8F14,2005-235T13,207,0,15,0,,
1503541204,599E37D4,2005-236T01,19,0,15,0,,
1503544804,599E45E4,2005-236T02,33,0,15,0,,
1503580804,599ED284,2005-236T12,47,1,15,0,,
1503627604,599F8954,2005-237T01,43,1,15,0,,
1503732004,59A12124,2005-238T06,99,0,15,0,,
1503778804,59A1D7F4,2005-238T19,163,2,15,0,,
1503840004,59A2C704,2005-239T12,349,2,15,0,,
1503984004,59A4F984,2005-241T04,47,1,15,0,,
1503998404,59A531C4,2005-241T08,24,0,15,0,,
1504020004,59A58624,2005-241T14,32,0,15,0,,
1504059604,59A620D4,2005-242T01,113,2,15,0,,
1504131604,59A73A14,2005-242T21,135,0,15,0,,
1504138804,59A75634,2005-242T23,79,1,15,0,,
1504254004,59A91834,2005-244T07,114,1,15,0,,
1504272004,59A95E84,2005-244T12,27,0,15,0,,
1504322404,59AA2364,2005-245T02,55,0,15,0,,
1504412404,59AB82F4,2005-246T03,42,0,15,0,,
1504441204,59ABF374,2005-246T11,19,0,15,0,,
1504700404,59AFE7F4,2005-249T11,128,3,15,0,,
1504714804,59B02034,2005-249T15,208,9,15,0,,
1504722004,59B03C54,2005-249T17,172,7,15,0,,
1504783204,59B12B64,2005-250T10,85,1,15,0,,
1504894804,59B2DF54,2005-251T17,115,3,15,0,,
1504909204,59B31794,2005-251T21,64,0,15,0,,
1505089204,59B5D6B4,2005-253T23,210,3,15,0,,
1505146804,59B6B7B4,2005-254T15,273,10,15,0,,
1505150404,59B6C5C4,2005-254T16,220,7,15,0,,
1505233204,59B80934,2005-255T15,446,4,15,0,,
1505362804,59BA0374,2005-257T03,390,0,15,0,,
1505384404,59BA57D4,2005-257T09,189,4,15,0,,
1505582404,59BD5D44,2005-259T16,44,0,15,0,,
1505643604,59BE4C54,2005-260T09,147,4,15,0,,
1505683204,59BEE704,2005-260T20,154,3,15,0,,
1505776804,59C054A4,2005-261T22,21,0,15,0,,
1505780404,59C062B4,2005-261T23,24,0,15,0,,
1505960404,59C321D4,2005-264T01,120,2,15,1,,
1506097204,59C53834,2005-265T15,361,4,15,0,,
1506252004,59C794E4,2005-267T10,258,8,15,2,,
1506288004,59C82184,2005-267T20,557,3,15,0,,
1506363604,59C948D4,2005-268T17,234,0,15,0,,
1506367204,59C956E4,2005-268T18,173,1,15,0,,
1506496804,59CB5124,2005-270T06,186,6,15,0,,
1506500404,59CB5F34,2005-270T07,136,1,15,0,,
1506511204,59CB8964,2005-270T10,275,9,15,0,,
1506658804,59CDC9F4,2005-272T03,212,2,15,0,,
1506716404,59CEAAF4,2005-272T19,627,11,15,1,,
1506727204,59CED524,2005-272T22,526,7,15,0,,
1506774004,59CF8BF4,2005-273T11,394,3,15,0,,
1506860404,59D0DD74,2005-274T11,92,4,15,0,,
1506867604,59D0F994,2005-274T13,145,4,15,0,,
1507044004,59D3AAA4,2005-276T14,334,12,15,0,,
1507047604,59D3B8B4,2005-276T15,419,5,15,0,,
1507065604,59D3FF04,2005-276T20,97,0,15,0,,
1507072804,59D41B24,2005-276T22,98,2,15,0,,
1507231204,59D685E4,2005-278T18,40,0,15,0,,
1507245604,59D6BE24,2005-278T22,14,0,15,0,,
1507364404,59D88E34,2005-280T07,34,0,15,0,,
1507486804,59DA6C54,2005-281T17,21,0,15,0,,
1507497604,59DA9684,2005-281T20,13,0,15,0,,
1507573204,59DBBDD4,2005-282T17,16,0,15,0,,
1507652404,59DCF334,2005-283T15,8,0,15,0,,
1507670404,59DD3984,2005-283T20,22,0,15,1,,
1507695604,59DD9BF4,2005-284T03,21,0,15,1,,
1507735204,59DE36A4,2005-284T14,9,0,15,0,,
1507771204,59DEC344,2005-285T00,15,0,15,0,,
1507944004,59E16644,2005-287T00,25,0,15,0,,
1507972804,59E1D6C4,2005-287T08,48,0,15,0,,
1508080804,59E37CA4,2005-288T14,30,0,15,0,,
1508203204,59E55AC4,2005-290T00,51,2,15,0,,
1508217604,59E59304,2005-290T04,31,0,15,0,,
1508246404,59E60384,2005-290T12,95,1,15,0,,
1508347204,59E78D44,2005-291T16,30,0,15,0,,
1508372404,59E7EFB4,2005-291T23,21,1,15,1,,
1508390404,59E83604,2005-292T04,34,0,15,0,,
1508394004,59E84414,2005-292T05,120,0,15,0,,
1508440804,59E8FAE4,2005-292T18,13,0,15,0,,
1508473204,59E97974,2005-293T03,99,8,15,0,,
1508530804,59EA5A74,2005-293T19,17,0,15,0,,
1508602804,59EB73B4,2005-294T15,15,0,15,0,,
1508685604,59ECB724,2005-295T14,24,0,15,1,,
1508710804,59ED1994,2005-295T21,100,2,15,0,,
1508826004,59EEDB94,2005-297T05,34,0,15,0,,
1508840404,59EF13D4,2005-297T09,30,0,15,1,,
1508890804,59EFD8B4,2005-297T23,19,0,15,0,,
1508970004,59F10E14,2005-298T21,19,0,15,0,,
1509024004,59F1E104,2005-299T12,15,0,15,0,,
1509078004,59F2B3F4,2005-300T03,22,0,15,0,,
1509096004,59F2FA44,2005-300T08,12,0,15,0,,
1509124804,59F36AC4,2005-300T16,9,0,15,0,,
1509214804,59F4CA54,2005-301T17,33,1,15,0,,
1509427204,59F80804,2005-304T04,32,0,15,0,,
1509477604,59F8CCE4,2005-304T18,63,1,15,0,,
1509567604,59FA2C74,2005-305T19,114,0,15,0,,
1509848404,59FE7554,2005-309T01,12,0,15,1,,
1510010404,5A00EE24,2005-310T22,34,0,15,0,,
1510111204,5A0277E4,2005-312T02,60,0,15,1,,
1510122004,5A02A214,2005-312T05,35,0,15,0,,
1510323604,5A05B594,2005-314T13,25,0,15,1,,
1510510804,5A0890D4,2005-316T17,37,0,15,0,,
1510633204,5A0A6EF4,2005-318T03,22,0,15,0,,
1510651204,5A0AB544,2005-318T08,17,0,15,0,,
1510665604,5A0AED84,2005-318T12,19,1,15,0,,
1510716004,5A0BB264,2005-319T02,7,0,15,0,,
1510784404,5A0CBD94,2005-319T21,37,0,15,0,,
1511086804,5A115AD4,2005-323T09,17,1,15,0,,
1511176804,5A12BA64,2005-324T10,85,4,15,0,,
1511338804,5A153334,2005-326T07,113,0,15,1,,
1511374804,5A15BFD4,2005-326T17,57,0,15,1,,
1511385604,5A15EA04,2005-326T20,71,2,15,0,,
1511511604,5A17D634,2005-328T07,22,0,15,0,,
1511529604,5A181C84,2005-328T12,42,1,15,0,,
1511554804,5A187EF4,2005-328T19,23,0,15,0,,
1511601604,5A1935C4,2005-329T08,32,0,15,0,,
1511616004,5A196E04,2005-329T12,29,0,15,0,,
1511670004,5A1A40F4,2005-330T03,42,0,15,0,,
1511709604,5A1ADBA4,2005-330T14,85,0,15,1,,
1511871604,5A1D5474,2005-332T11,201,5,15,1,,
1511900404,5A1DC4F4,2005-332T19,108,2,15,0,,
1511936404,5A1E5194,2005-333T05,13,0,15,0,,
1512134404,5A215704,2005-335T12,116,1,15,0,,
1512224404,5A22B694,2005-336T13,114,0,15,1,,
1512231604,5A22D2B4,2005-336T15,212,2,15,0,,
1512264004,5A235144,2005-337T00,109,0,15,0,,
1512343204,5A2486A4,2005-337T22,63,2,15,0,,
1512346804,5A2494B4,2005-337T23,189,7,15,0,,
1512418804,5A25ADF4,2005-338T19,52,1,15,0,,
1512530404,5A2761E4,2005-340T02,26,0,15,1,,
1512634804,5A28F9B4,2005-341T07,271,12,15,0,,
1512710404,5A2A2104,2005-342T04,111,1,15,0,,
1512778804,5A2B2C34,2005-342T23,258,8,15,0,,
1512829204,5A2BF114,2005-343T13,56,1,15,0,,
1512840004,5A2C1B44,2005-343T16,45,0,15,0,,
1512868804,5A2C8BC4,2005-344T00,16,0,15,0,,
1513002004,5A2E9414,2005-345T13,30,1,15,1,,
1513027204,5A2EF684,2005-345T20,77,1,15,3,,
1513030804,5A2F0494,2005-345T21,50,0,15,0,,
1513066804,5A2F9134,2005-346T07,26,0,15,0,,
1513092004,5A2FF3A4,2005-346T14,31,0,15,0,,
1513192804,5A317D64,2005-347T18,69,1,15,0,,
1513225204,5A31FBF4,2005-348T03,38,1,15,0,,
1513268404,5A32A4B4,2005-348T15,103,5,15,0,,
1513275604,5A32C0D4,2005-348T17,85,5,15,0,,
1513308004,5A333F64,2005-349T02,32,0,15,0,,
1513329604,5A3393C4,2005-349T08,99,3,15,1,,
1513383604,5A3466B4,2005-349T23,42,0,15,0,,
1513455604,5A357FF4,2005-350T19,67,0,15,0,,
1513488004,5A35FE84,2005-351T04,28,0,15,1,,
1513570804,5A3741F4,2005-352T03,23,0,15,1,,
1513588804,5A378844,2005-352T08,166,3,15,0,,
1513606804,5A37CE94,2005-352T13,31,0,15,0,,
1513678804,5A38E7D4,2005-353T09,29,0,15,1,,
1513689604,5A391204,2005-353T12,18,0,15,0,,
1513707604,5A395854,2005-353T17,17,0,15,0,,
1513722004,5A399094,2005-353T21,71,0,15,0,,
1513779604,5A3A7194,2005-354T13,13,0,15,0,,
1513815604,5A3AFE34,2005-354T23,10,0,15,0,,
1513826404,5A3B2864,2005-355T02,9,0,15,0,,
1513851604,5A3B8AD4,2005-355T09,14,0,15,0,,
1513884004,5A3C0964,2005-355T18,15,0,15,0,,
1514121604,5A3FA984,2005-358T12,66,1,15,0,,
1514132404,5A3FD3B4,2005-358T15,54,0,15,0,,
1514193604,5A40C2C4,2005-359T08,35,0,15,0,,
1514269204,5A41EA14,2005-360T05,124,5,15,0,,
1514370004,5A4373D4,2005-361T09,434,6,15,0,,
1514452804,5A44B744,2005-362T08,275,6,15,0,,
1514474404,5A450BA4,2005-362T14,847,15,15,0,,
1514542804,5A4616D4,2005-363T09,300,14,15,0,,
1514578804,5A46A374,2005-363T19,486,7,15,0,,
1514650804,5A47BCB4,2005-364T15,592,8,15,0,,
1514733604,5A490024,2005-365T14,504,5,15,1,,
1514744404,5A492A54,2005-365T17,461,4,15,0,,
1514751604,5A494674,2005-365T19,543,7,15,1,,
1514784004,5A49C504,2006-001T04,617,7,15,0,,
1514827204,5A4A6DC4,2006-001T16,277,1,15,0,,
1514848804,5A4AC224,2006-001T22,187,2,15,0,,
1514863204,5A4AFA64,2006-002T02,463,2,15,0,,
1514874004,5A4B2494,2006-002T05,751,12,15,0,,
1514888404,5A4B5CD4,2006-002T09,131,2,15,0,,
1514902804,5A4B9514,2006-002T13,226,2,15,0,,
1514974804,5A4CAE54,2006-003T09,79,1,15,0,,
1515061204,5A4DFFD4,2006-004T09,29,3,15,0,,
1515126004,5A4EFCF4,2006-005T03,48,0,15,0,,
1515295204,5A5191E4,2006-007T02,98,6,15,0,,
1515313204,5A51D834,2006-007T07,90,5,15,1,,
1515331204,5A521E84,2006-007T12,128,9,15,1,,
1515403204,5A5337C4,2006-008T08,1003,15,15,0,,
1515406804,5A5345D4,2006-008T09,1088,14,15,0,,
1515421204,5A537E14,2006-008T13,401,5,15,2,,
1515450004,5A53EE94,2006-008T21,400,9,15,0,,
1515457204,5A540AB4,2006-008T23,582,11,15,0,,
1515489604,5A548944,2006-009T08,907,24,15,1,,
1515514804,5A54EBB4,2006-009T15,746,4,15,0,,
1515655204,5A571024,2006-011T06,597,3,15,1,,
1515716404,5A57FF34,2006-011T23,1042,5,15,0,,
1515741604,5A5861A4,2006-012T06,701,2,15,0,,
1515849604,5A5A0784,2006-013T12,810,4,15,0,,
1515896404,5A5ABE54,2006-014T01,650,9,15,1,,
1516087204,5A5DA7A4,2006-016T06,421,5,15,0,,
1516317604,5A612BA4,2006-018T22,133,3,15,0,,
1516342804,5A618E14,2006-019T05,328,6,15,0,,
1516418404,5A62B564,2006-020T02,27,0,15,0,,
1516468804,5A637A44,2006-020T16,14,0,15,0,,
1516490404,5A63CEA4,2006-020T22,92,4,15,1,,
1516494004,5A63DCB4,2006-020T23,73,2,15,0,,
1516699204,5A66FE44,2006-023T08,34,0,15,0,,
1516717204,5A674494,2006-023T13,93,0,15,0,,
1516731604,5A677CD4,2006-023T17,303,1,15,0,,
1516782004,5A6841B4,2006-024T07,276,0,15,0,,
1516908004,5A6A2DE4,2006-025T18,55,0,15,0,,
1516983604,5A6B5534,2006-026T15,23,0,15,0,,
1517005204,5A6BA994,2006-026T21,30,0,15,0,,
1517066404,5A6C98A4,2006-027T14,40,0,15,0,,
1517091604,5A6CFB14,2006-027T21,30,0,15,0,,
1517160004,5A6E0644,2006-028T16,32,0,15,0,,
1517196004,5A6E92E4,2006-029T02,26,0,15,0,,
1517289604,5A700084,2006-030T04,23,0,15,1,,
1517397604,5A71A664,2006-031T10,29,1,15,0,,
1517401204,5A71B474,2006-031T11,62,1,15,0,,
1517448004,5A726B44,2006-032T00,13,0,15,0,,
1517458804,5A729574,2006-032T03,17,0,15,0,,
1517523604,5A739294,2006-032T21,25,1,15,2,,
1517538004,5A73CAD4,2006-033T01,19,0,15,0,,
1517588404,5A748FB4,2006-033T15,14,0,15,2,,
1517685604,5A760B64,2006-034T18,58,0,15,0,,
1517790004,5A77A334,2006-035T23,24,0,15,0,,
1517804404,5A77DB74,2006-036T03,22,1,15,0,,
1518153604,5A7D2F84,2006-040T04,33,0,15,0,,
1518229204,5A7E56D4,2006-041T01,112,2,15,0,,
1518243604,5A7E8F14,2006-041T05,94,3,15,0,,
1518463204,5A81E8E4,2006-043T18,23,0,15,0,,
1518506404,5A8291A4,2006-044T06,28,1,15,0,,
1518528004,5A82E604,2006-044T12,30,0,15,0,,
1518585604,5A83C704,2006-045T04,22,0,15,0,,
1518621604,5A8453A4,2006-045T14,13,0,15,1,,
1518686404,5A8550C4,2006-046T08,20,0,15,0,,
1518787204,5A86DA84,2006-047T12,36,0,15,0,,
1518794404,5A86F6A4,2006-047T14,38,0,15,0,,
1518880804,5A884824,2006-048T14,29,0,15,1,,
1518960004,5A897D84,2006-049T12,15,0,15,0,,
1519104004,5A8BB004,2006-051T04,21,0,15,0,,
1519125604,5A8C0464,2006-051T10,40,3,15,0,,
1519132804,5A8C2084,2006-051T12,20,0,15,1,,
1519140004,5A8C3CA4,2006-051T14,29,0,15,0,,
1519158004,5A8C82F4,2006-051T19,54,0,15,0,,
1519179604,5A8CD754,2006-052T01,17,0,15,0,,
1519204804,5A8D39C4,2006-052T08,18,0,15,1,,
1519226404,5A8D8E24,2006-052T14,67,0,15,0,,
1519258804,5A8E0CB4,2006-052T23,52,1,15,0,,
1519316404,5A8EEDB4,2006-053T15,43,0,15,0,,
1519323604,5A8F09D4,2006-053T17,81,1,15,0,,
1519352404,5A8F7A54,2006-054T01,147,3,15,1,,
1519381204,5A8FEAD4,2006-054T09,35,0,15,3,,
1519392004,5A901504,2006-054T12,24,0,15,0,,
1519471204,5A914A64,2006-055T10,16,0,15,1,,
1519474804,5A915874,2006-055T11,88,12,15,0,,
1519496404,5A91ACD4,2006-055T17,260,14,15,0,,
1519766404,5A95CB84,2006-058T20,37,0,15,0,,
1519885204,5A979B94,2006-060T05,19,0,15,0,,
1519928404,5A984454,2006-060T17,30,0,15,0,,
1519950004,5A9898B4,2006-060T23,23,0,15,0,,
1520040004,5A99F844,2006-062T00,26,0,15,0,,
1520126404,5A9B49C4,2006-063T00,65,0,15,0,,
1520173204,5A9C0094,2006-063T13,105,1,15,0,,
1520205604,5A9C7F24,2006-063T22,46,0,15,0,,
1520220004,5A9CB764,2006-064T02,28,0,15,0,,
1520234404,5A9CEFA4,2006-064T06,28,1,15,2,,
1520241604,5A9D0BC4,2006-064T08,102,0,15,1,,
1520288404,5A9DC294,2006-064T21,77,1,15,0,,
1520385604,5A9F3E44,2006-066T00,36,0,15,0,,
1520439604,5AA01134,2006-066T15,16,0,15,0,,
1520446804,5AA02D54,2006-066T17,20,0,15,0,,
1520500804,5AA10044,2006-067T08,144,3,15,0,,
1520630404,5AA2FA84,2006-068T20,13,0,15,0,,
1520673604,5AA3A344,2006-069T08,34,0,15,0,,
1520688004,5AA3DB84,2006-069T12,27,0,15,1,,
1520749204,5AA4CA94,2006-070T05,36,1,15,0,,
1520806804,5AA5AB94,2006-070T21,28,0,15,0,,
1520814004,5AA5C7B4,2006-070T23,22,0,15,0,,
1520828404,5AA5FFF4,2006-071T03,23,0,15,0,,
1520878804,5AA6C4D4,2006-071T17,35,0,15,0,,
1520882404,5AA6D2E4,2006-071T18,26,0,15,1,,
1520886004,5AA6E0F4,2006-071T19,32,0,15,0,,
1520947204,5AA7D004,2006-072T12,28,0,15,0,,
1521094804,5AAA1094,2006-074T05,25,0,15,0,,
1521159604,5AAB0DB4,2006-074T23,13,0,15,0,,
1521228004,5AAC18E4,2006-075T18,99,0,15,0,,
1521246004,5AAC5F34,2006-075T23,31,1,15,0,,
1521282004,5AACEBD4,2006-076T09,17,0,15,0,,
1521346804,5AADE8F4,2006-077T03,34,0,15,0,,
1521397204,5AAEADD4,2006-077T17,28,0,15,0,,
1521436804,5AAF4884,2006-078T04,20,1,15,0,,
1521490804,5AB01B74,2006-078T19,7,0,15,0,,
1521609604,5AB1EB84,2006-080T04,80,0,15,2,,
1521620404,5AB215B4,2006-080T07,29,0,15,0,,
1521678004,5AB2F6B4,2006-080T23,167,2,15,0,,
1521728404,5AB3BB94,2006-081T13,51,0,15,0,,
1521764404,5AB44834,2006-081T23,17,0,15,0,,
1521793204,5AB4B8B4,2006-082T07,21,0,15,0,,
1521994804,5AB7CC34,2006-084T15,327,5,15,0,,
1522045204,5AB89114,2006-085T05,479,4,15,0,,
1522056004,5AB8BB44,2006-085T08,52,5,15,0,,
1522142404,5ABA0CC4,2006-086T08,22,0,15,0,,
1522171204,5ABA7D44,2006-086T16,41,0,15,1,,
1522203604,5ABAFBD4,2006-087T01,29,2,15,0,,
1522232404,5ABB6C54,2006-087T09,24,0,15,0,,
1522272004,5ABC0704,2006-087T20,28,2,15,0,,
1522304404,5ABC8594,2006-088T05,18,0,15,0,,
1522351204,5ABD3C64,2006-088T18,21,0,15,0,,
1522369204,5ABD82B4,2006-088T23,21,0,15,0,,
1522383604,5ABDBAF4,2006-089T03,23,0,15,0,,
1522437604,5ABE8DE4,2006-089T18,33,0,15,0,,
1522462804,5ABEF054,2006-090T01,31,1,15,0,,
1522491604,5ABF60D4,2006-090T09,40,2,15,0,,
1522545604,5AC033C4,2006-091T00,14,0,15,0,,
1522581604,5AC0C064,2006-091T10,14,0,15,0,,
1522606804,5AC122D4,2006-091T17,28,0,15,0,,
1522804804,5AC42844,2006-094T00,13,0,15,0,,
1522876804,5AC54184,2006-094T20,67,0,15,1,,
1522894804,5AC587D4,2006-095T01,46,0,15,0,,
1522927204,5AC60664,2006-095T10,419,6,15,0,,
1522945204,5AC64CB4,2006-095T15,167,1,15,0,,
1522981204,5AC6D954,2006-096T01,86,0,15,1,,
1523013604,5AC757E4,2006-096T10,151,2,15,0,,
1523053204,5AC7F294,2006-096T21,201,2,15,0,,
1523089204,5AC87F34,2006-097T07,39,0,15,0,,
1523103604,5AC8B774,2006-097T11,103,2,15,0,,
1523154004,5AC97C54,2006-098T01,94,3,15,0,,
1523161204,5AC99874,2006-098T03,40,0,15,0,,
1523200804,5ACA3324,2006-098T14,568,10,15,0,,
1523236804,5ACABFC4,2006-099T00,310,8,15,0,,
1523312404,5ACBE714,2006-099T21,112,0,15,1,,
1523337604,5ACC4984,2006-100T04,379,10,15,0,,
1523341204,5ACC5794,2006-100T05,250,1,15,1,,
1523373604,5ACCD624,2006-100T14,161,0,15,0,,
1523431204,5ACDB724,2006-101T06,246,1,15,0,,
1523611204,5AD07644,2006-103T08,61,2,15,0,,
1523614804,5AD08454,2006-103T09,63,2,15,1,,
1523690404,5AD1ABA4,2006-104T06,395,8,15,1,,
1523697604,5AD1C7C4,2006-104T08,470,15,15,1,,
1523708404,5AD1F1F4,2006-104T11,187,2,15,0,,
1523888404,5AD4B114,2006-106T13,110,3,15,0,,
1523899204,5AD4DB44,2006-106T16,109,1,15,0,,
1523938804,5AD575F4,2006-107T03,417,7,15,0,,
1523971204,5AD5F484,2006-107T12,160,8,15,2,,
1523978404,5AD610A4,2006-107T14,529,12,15,0,,
1523982004,5AD61EB4,2006-107T15,472,5,15,0,,
1523992804,5AD648E4,2006-107T18,101,1,15,0,,
1524025204,5AD6C774,2006-108T03,49,0,15,0,,
1524039604,5AD6FFB4,2006-108T07,240,1,15,0,,
1524068404,5AD77034,2006-108T15,191,6,15,0,,
1524154804,5AD8C1B4,2006-109T15,237,3,15,0,,
1524216004,5AD9B0C4,2006-110T08,282,5,15,0,,
1524270004,5ADA83B4,2006-110T23,179,7,15,0,,
1524313204,5ADB2C74,2006-111T11,20,0,15,0,,
1524446404,5ADD34C4,2006-113T00,43,0,15,0,,
1524496804,5ADDF9A4,2006-113T14,60,0,15,0,,
1524500404,5ADE07B4,2006-113T15,162,1,15,0,,
1524514804,5ADE3FF4,2006-113T19,86,3,15,0,,
1524525604,5ADE6A24,2006-113T22,107,1,15,0,,
1524601204,5ADF9174,2006-114T19,52,0,15,0,,
1524626404,5ADFF3E4,2006-115T02,20,0,15,2,,
1524644404,5AE03A34,2006-115T07,37,0,15,0,,
1524738004,5AE1A7D4,2006-116T09,29,0,15,0,,
1524752404,5AE1E014,2006-116T13,39,0,15,1,,
1524795604,5AE288D4,2006-117T01,29,0,15,0,,
1524820804,5AE2EB44,2006-117T08,62,3,15,0,,
1524831604,5AE31574,2006-117T11,112,0,15,1,,
1524928804,5AE49124,2006-118T14,258,2,15,0,,
1524982804,5AE56414,2006-119T05,50,0,15,0,,
1525054804,5AE67D54,2006-120T01,93,1,15,0,,
1525065604,5AE6A784,2006-120T04,246,4,15,2,,
1525166404,5AE83144,2006-121T08,94,3,15,0,,
1525198804,5AE8AFD4,2006-121T17,44,0,15,0,,
1525288804,5AEA0F64,2006-122T18,465,10,15,0,,
1525296004,5AEA2B84,2006-122T20,484,13,15,0,,
1525321204,5AEA8DF4,2006-123T03,410,10,15,0,,
1525328404,5AEAAA14,2006-123T05,349,4,15,0,,
1525648804,5AEF8DA4,2006-126T22,137,5,15,0,,
1525652404,5AEF9BB4,2006-126T23,266,4,15,0,,
1525720804,5AF0A6E4,2006-127T18,17,0,15,0,,
1525749604,5AF11764,2006-128T02,67,0,15,0,,
1525818004,5AF22294,2006-128T21,178,1,15,0,,
1525908004,5AF38224,2006-129T22,25,0,15,0,,
1525972804,5AF47F44,2006-130T16,30,0,15,0,,
1526055604,5AF5C2B4,2006-131T15,151,2,15,0,,
1526102404,5AF67984,2006-132T04,158,1,15,0,,
1526127604,5AF6DBF4,2006-132T11,37,1,15,0,,
1526167204,5AF776A4,2006-132T22,331,6,15,0,,
1526192404,5AF7D914,2006-133T05,32,0,15,0,,
1526232004,5AF873C4,2006-133T16,44,0,15,0,,
1526246404,5AF8AC04,2006-133T20,69,1,15,0,,
1526268004,5AF90064,2006-134T02,80,1,15,0,,
1526282404,5AF938A4,2006-134T06,144,6,15,0,,
1526379604,5AFAB454,2006-135T09,176,1,15,0,,
1526491204,5AFC6844,2006-136T16,28,0,15,0,,
1526520004,5AFCD8C4,2006-137T00,23,0,15,0,,
1526563204,5AFD8184,2006-137T12,28,0,15,0,,
1526577604,5AFDB9C4,2006-137T16,35,0,15,0,,
1526581204,5AFDC7D4,2006-137T17,32,0,15,0,,
1526631604,5AFE8CB4,2006-138T07,41,0,15,0,,
1526703604,5AFFA5F4,2006-139T03,30,0,15,0,,
1526707204,5AFFB404,2006-139T04,33,0,15,0,,
1526800804,5B0121A4,2006-140T06,32,0,15,0,,
1526872804,5B023AE4,2006-141T02,102,1,15,0,,
1526926804,5B030DD4,2006-141T17,49,0,15,0,,
1526959204,5B038C64,2006-142T02,21,0,15,0,,
1527049204,5B04EBF4,2006-143T03,183,1,15,0,,
1527063604,5B052434,2006-143T07,255,5,15,0,,
