Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,,
1462566004,572CFC74,2004-127T19,966,24,7,2,,
1462666804,572E8634,2004-128T23,920,11,7,0,,
1462742404,572FAD84,2004-129T20,119,4,7,0,,
1462760404,572FF3D4,2004-130T01,90,4,7,0,,
1462785604,57305644,2004-130T08,56,1,7,0,,
1462900804,57321844,2004-131T16,60,4,7,0,,
1462951204,5732DD24,2004-132T06,308,8,7,1,,
1462998004,573393F4,2004-132T19,1533,7,7,2,,
1463001604,5733A204,2004-132T20,1050,16,7,1,,
1463019604,5733E854,2004-133T01,187,0,7,0,,
1463167204,5.74E+09,2004-134T18,126,5,7,0,,
1463199604,5736A774,2004-135T03,262,8,7,0,,
1463232004,57372604,2004-135T12,198,4,7,0,,
1463271604,5737C0B4,2004-135T23,60,0,7,0,,
1463293204,57381514,2004-136T05,168,7,7,0,,
1463296804,57382324,2004-136T06,463,11,7,1,,
1463343604,5738D9F4,2004-136T19,442,10,7,0,,
1463354404,57390424,2004-136T22,328,13,7,0,,
1463372404,57394A74,2004-137T03,315,6,7,1,,
1463408404,5739D714,2004-137T13,349,11,7,0,,
1463444404,573A63B4,2004-137T23,294,14,7,0,,
1463458804,573A9BF4,2004-138T03,315,5,7,0,,
1463566804,573C41D4,2004-139T09,158,8,7,1,,
1463588404,573C9634,2004-139T15,135,4,7,0,,
1463610004,573CEA94,2004-139T21,48,3,7,0,,
1463653204,573D9354,2004-140T09,82,6,7,0,,
1463707204,573E6644,2004-141T00,163,7,7,2,,
1463725204,573EAC94,2004-141T05,134,6,7,0,,
1463739604,573EE4D4,2004-141T09,69,3,7,0,,
1463764804,573F4744,2004-141T16,40,0,7,0,,
1463790004,573FA9B4,2004-141T23,45,1,7,1,,
1463829604,57404464,2004-142T10,72,4,7,0,,
1463923204,5741B204,2004-143T12,178,9,7,4,,
1463988004,5742AF24,2004-144T06,559,4,7,0,,
1464034804,574365F4,2004-144T19,337,3,7,2,,
1464056404,5743BA54,2004-145T01,794,12,7,0,,
1464060004,5743C864,2004-145T02,504,13,7,0,,
1464085204,57442AD4,2004-145T09,550,17,7,0,,
1464160804,57455224,2004-146T06,178,6,7,0,,
1464218404,57463324,2004-146T22,615,6,7,0,,
1464229204,57465D54,2004-147T01,525,7,7,1,,
1464247204,5746A3A4,2004-147T06,843,16,7,0,,
1464283204,57473044,2004-147T16,545,0,7,0,,
1464344404,57481F54,2004-148T09,319,7,7,0,,
1464355204,57484984,2004-148T12,497,8,7,1,,
1464366004,574873B4,2004-148T15,267,3,7,0,,
1464402004,57490054,2004-149T01,216,5,7,0,,
1464441604,57499B04,2004-149T12,132,9,7,0,,
1464463204,5749EF64,2004-149T18,126,3,7,0,,
1464520804,574AD064,2004-150T10,150,4,7,0,,
1464553204,574B4EF4,2004-150T19,113,5,7,1,,
1464643204,574CAE84,2004-151T20,655,16,7,0,,
1464650404,574CCAA4,2004-151T22,496,7,7,0,,
1464704404,574D9D94,2004-152T13,134,2,7,0,,
1464740404,574E2A34,2004-152T23,185,7,7,1,,
1464801604,574F1944,2004-153T16,72,3,7,0,,
1464967204,5751A024,2004-155T14,46,0,7,0,,
1465032004,57529D44,2004-156T08,25,0,7,0,,
1465068004,5.75E+09,2004-156T18,26,0,7,0,,
1465165204,5754A594,2004-157T21,90,0,7,0,,
1465194004,57551614,2004-158T05,72,0,7,1,,
1465197604,57552424,2004-158T06,63,0,7,2,,
1465276804,57565984,2004-159T04,32,0,7,0,,
1465302004,5756BBF4,2004-159T11,51,0,7,0,,
1465388404,57580D74,2004-160T11,42,2,7,0,,
1465392004,57581B84,2004-160T12,41,0,7,0,,
1465420804,57588C04,2004-160T20,7,0,7,0,,
1465424404,57589A14,2004-160T21,8,0,7,0,,
1465428004,5758A824,2004-160T22,7,0,7,0,,
1465442404,5.76E+67,2004-161T02,10,0,7,0,,
1465460404,575926B4,2004-161T07,6,0,7,0,,
1465550404,575A8644,2004-162T08,14,0,7,0,,
1465568404,575ACC94,2004-162T13,20,0,7,0,,
1465665604,575C4844,2004-163T16,131,0,7,0,,
1465680004,575C8084,2004-163T20,16,0,7,0,,
1465719604,575D1B34,2004-164T07,20,0,7,1,,
1465852804,575F2384,2004-165T20,19,0,7,0,,
1465921204,57602EB4,2004-166T15,17,0,7,0,,
1466014804,57619C54,2004-167T17,25,0,7,0,,
1466043604,57620CD4,2004-168T01,17,0,7,0,,
1466086804,5762B594,2004-168T13,17,0,7,0,,
1466094004,5762D1B4,2004-168T15,22,0,7,0,,
1466155204,5763C0C4,2004-169T08,22,0,7,0,,
1466191204,57644D64,2004-169T18,15,0,7,0,,
1466234404,5764F624,2004-170T06,38,0,7,0,,
1466263204,576566A4,2004-170T14,141,2,7,0,,
1466410804,5767A734,2004-172T07,25,1,7,0,,
1466432404,5767FB94,2004-172T13,10,0,7,0,,
1466439604,576817B4,2004-172T15,93,2,7,0,,
1466544004,5769AF84,2004-173T20,210,5,7,0,,
1466547604,5769BD94,2004-173T21,182,8,7,0,,
1466558404,5769E7C4,2004-174T00,70,0,7,0,,
1466590804,576A6654,2004-174T09,49,1,7,0,,
1466648404,576B4754,2004-175T01,36,0,7,0,,
1466734804,576C98D4,2004-176T01,11,0,7,0,,
1466871604,576EAF34,2004-177T15,16,0,7,0,,
1466936404,576FAC54,2004-178T09,12,0,7,0,,
1466943604,576FC874,2004-178T11,27,0,7,0,,
1466954404,576FF2A4,2004-178T14,101,2,7,0,,
1467037204,57713614,2004-179T13,27,0,7,0,,
1467058804,57718A74,2004-179T19,26,0,7,0,,
1467141604,5772CDE4,2004-180T18,15,0,7,0,,
1467220804,57740344,2004-181T16,16,0,7,0,,
1467458404,5777A364,2004-184T10,6,0,7,0,,
1467728404,577BC214,2004-187T13,8,1,7,0,,
1467832804,577D59E4,2004-188T18,16,2,7,0,,
1467847204,577D9224,2004-188T22,11,1,7,1,,
1467897604,577E5704,2004-189T12,6,0,7,0,,
1467908404,577E8134,2004-189T15,12,0,7,1,,
1467912004,577E8F44,2004-189T16,15,0,7,0,,
1467962404,577F5424,2004-190T06,10,0,7,0,,
1468005604,577FFCE4,2004-190T18,13,0,7,0,,
1468016404,57802714,2004-190T21,17,0,7,0,,
1468048804,5780A5A4,2004-191T06,16,0,7,0,,
1468120804,5781BEE4,2004-192T02,23,0,7,0,,
1468192804,5782D824,2004-192T22,22,0,7,0,,
1468200004,5782F444,2004-193T00,15,0,7,0,,
1468221604,578348A4,2004-193T06,18,0,7,0,,
1468236004,5.78E+09,2004-193T10,26,1,7,0,,
1468239604,57838EF4,2004-193T11,14,1,7,0,,
1468261204,5783E354,2004-193T17,16,0,7,1,,
1468279204,578429A4,2004-193T22,20,0,7,1,,
1468293604,5.78E+09,2004-194T02,12,0,7,0,,
1468304404,57848C14,2004-194T05,20,0,7,0,,
1468322404,5784D264,2004-194T10,16,1,7,0,,
1468394404,5785EBA4,2004-195T06,17,1,7,0,,
1468437604,57869464,2004-195T18,19,0,7,0,,
1468527604,5787F3F4,2004-196T19,6,0,7,0,,
1468531204,57880204,2004-196T20,13,0,7,1,,
1468603204,57891B44,2004-197T16,8,0,7,0,,
1468653604,5.79E+27,2004-198T06,13,0,7,0,,
1468693204,578A7AD4,2004-198T17,27,0,7,1,,
1468761604,578B8604,2004-199T12,14,0,7,0,,
1468833604,578C9F44,2004-200T08,8,0,7,0,,
1468894804,578D8E54,2004-201T01,10,0,7,0,,
1468920004,578DF0C4,2004-201T08,16,0,7,1,,
1469006404,578F4244,2004-202T08,19,0,7,0,,
1469053204,578FF914,2004-202T21,16,0,7,0,,
1469056804,57900724,2004-202T22,14,0,7,0,,
1469078404,57905B84,2004-203T04,27,0,7,0,,
1469139604,57914A94,2004-203T21,26,0,7,0,,
1469240404,5792D454,2004-205T01,22,0,7,0,,
1469391604,579522F4,2004-206T19,27,0,7,0,,
1469406004,57955B34,2004-206T23,29,0,7,0,,
1469409604,57956944,2004-207T00,37,0,7,0,,
1469413204,57957754,2004-207T01,36,0,7,0,,
1469420404,57959374,2004-207T03,29,0,7,0,,
1469431204,5795BDA4,2004-207T06,27,0,7,1,,
1469546404,57977FA4,2004-208T14,23,0,7,0,,
1469550004,57978DB4,2004-208T15,30,0,7,0,,
1469589604,57982864,2004-209T02,26,0,7,0,,
1469604004,579860A4,2004-209T06,21,0,7,0,,
1469618404,5.80E+09,2004-209T10,24,0,7,1,,
1469629204,5798C314,2004-209T13,21,0,7,0,,
1469636404,5798DF34,2004-209T15,16,0,7,0,,
1469715604,579A1494,2004-210T13,11,0,7,0,,
1469726404,579A3EC4,2004-210T16,6,0,7,0,,
1469802004,579B6614,2004-211T13,9,0,7,0,,
1469823604,579BBA74,2004-211T19,10,0,7,0,,
1469874004,579C7F54,2004-212T09,8,0,7,2,,
1469884804,579CA984,2004-212T12,12,0,7,0,,
1469906404,579CFDE4,2004-212T18,10,1,7,0,,
1469960404,579DD0D4,2004-213T09,6,0,7,0,,
1470021604,579EBFE4,2004-214T02,12,2,7,0,,
1470028804,579EDC04,2004-214T04,13,0,7,0,,
1470032404,579EEA14,2004-214T05,6,0,7,0,,
1470057604,579F4C84,2004-214T12,4,0,7,0,,
1470072004,579F84C4,2004-214T16,17,0,7,0,,
1470075604,579F92D4,2004-214T17,16,0,7,0,,
1470194404,57A162E4,2004-216T02,42,3,7,0,,
1470212404,57A1A934,2004-216T07,17,0,7,0,,
1470244804,57A227C4,2004-216T16,13,0,7,0,,
1470291604,57A2DE94,2004-217T05,31,0,7,0,,
1470327604,57A36B34,2004-217T15,19,0,7,0,,
1470399604,57A48474,2004-218T11,13,0,7,0,,
1470410404,57A4AEA4,2004-218T14,13,0,7,0,,
1470432004,57A50304,2004-218T20,23,0,7,0,,
1470471604,57A59DB4,2004-219T07,19,0,7,0,,
1470493204,57A5F214,2004-219T13,18,0,7,0,,
1470500404,57A60E34,2004-219T15,14,0,7,0,,
1470536404,57A69AD4,2004-220T01,23,0,7,0,,
1470576004,57A73584,2004-220T12,22,0,7,0,,
1470651604,57A85CD4,2004-221T09,20,0,7,1,,
1470655204,57A86AE4,2004-221T10,22,0,7,1,,
1470673204,57A8B134,2004-221T15,22,0,7,0,,
1470676804,57A8BF44,2004-221T16,17,0,7,0,,
1470716404,57A959F4,2004-222T03,22,0,7,0,,
1470802804,57AAAB74,2004-223T03,13,0,7,0,,
1470806404,57AAB984,2004-223T04,22,0,7,0,,
1470842404,57AB4624,2004-223T14,15,0,7,0,,
1470853204,57AB7054,2004-223T17,10,0,7,0,,
1470882004,57ABE0D4,2004-224T01,15,2,7,0,,
1470997204,57ADA2D4,2004-225T09,18,0,7,0,,
1471119604,57AF80F4,2004-226T19,28,0,7,0,,
1471130404,57AFAB24,2004-226T22,26,0,7,0,,
1471134004,57AFB934,2004-226T23,20,0,7,0,,
1471137604,57AFC744,2004-227T00,28,0,7,0,,
1471198804,57B0B654,2004-227T17,29,0,7,0,,
1471209604,57B0E084,2004-227T20,24,0,7,0,,
1471288804,57B215E4,2004-228T18,19,0,7,1,,
1471357204,57B32114,2004-229T13,16,1,7,1,,
1471364404,57B33D34,2004-229T15,22,0,7,0,,
1471371604,57B35954,2004-229T17,20,0,7,0,,
1471407604,57B3E5F4,2004-230T03,9,0,7,0,,
1471425604,57B42C44,2004-230T08,6,0,7,1,,
1471454404,57B49CC4,2004-230T16,11,0,7,0,,
1471519204,57B599E4,2004-231T10,5,0,7,2,,
1471544404,57B5FC54,2004-231T17,11,0,7,0,,
1471566004,57B650B4,2004-231T23,10,0,7,0,,
1471573204,57B66CD4,2004-232T01,9,0,7,0,,
1471584004,57B69704,2004-232T04,15,0,7,0,,
1471652404,57B7A234,2004-232T23,7,0,7,0,,
1471677604,57B804A4,2004-233T06,18,0,7,0,,
1471681204,57B812B4,2004-233T07,15,0,7,0,,
1471717204,57B89F54,2004-233T17,23,0,7,0,,
1471735204,57B8E5A4,2004-233T22,15,0,7,0,,
1471764004,57B95624,2004-234T06,20,0,7,0,,
1471800004,57B9E2C4,2004-234T16,24,0,7,0,,
1471807204,57B9FEE4,2004-234T18,15,0,7,0,,
1471864804,57BADFE4,2004-235T10,22,0,7,0,,
1471940404,57BC0734,2004-236T07,17,0,7,0,,
1472149204,57BF36D4,2004-238T17,20,0,7,0,,
1472224804,57C05E24,2004-239T14,13,0,7,0,,
1472282404,57C13F24,2004-240T06,15,1,7,0,,
1472289604,57C15B44,2004-240T08,12,0,7,0,,
1472314804,57C1BDB4,2004-240T15,10,0,7,0,,
1472332804,57C20404,2004-240T20,11,0,7,0,,
1472390404,57C2E504,2004-241T12,12,0,7,0,,
1472408404,57C32B54,2004-241T17,9,0,7,0,,
1472458804,57C3F034,2004-242T07,9,1,7,0,,
1472523604,57C4ED54,2004-243T01,12,0,7,0,,
1472570404,57C5A424,2004-243T14,20,0,7,0,,
1472595604,57C60694,2004-243T21,17,0,7,0,,
1472617204,57C65AF4,2004-244T03,12,0,7,0,,
1472638804,57C6AF54,2004-244T09,18,0,7,0,,
1472689204,57C77434,2004-244T23,23,0,7,0,,
1472815204,57C96064,2004-246T10,12,0,7,0,,
1472858404,57CA0924,2004-246T22,17,2,7,0,,
1472887204,57CA79A4,2004-247T06,17,0,7,0,,
1472916004,57CAEA24,2004-247T14,21,1,7,0,,
1472959204,57CB92E4,2004-248T02,13,0,7,0,,
1472966404,57CBAF04,2004-248T04,18,0,7,0,,
1473009604,57CC57C4,2004-248T16,18,1,7,0,,
1473038404,57CCC844,2004-249T00,15,0,7,0,,
1473045604,57CCE464,2004-249T02,10,0,7,1,,
1473081604,57CD7104,2004-249T12,14,0,7,1,,
1473106804,57CDD374,2004-249T19,6,0,7,1,,
1473110404,57CDE184,2004-249T20,17,0,7,0,,
1473178804,57CEECB4,2004-250T15,25,0,7,0,,
1473232804,57CFBFA4,2004-251T06,23,0,7,0,,
1473301204,57D0CAD4,2004-252T01,21,0,7,1,,
1473308404,57D0E6F4,2004-252T03,26,0,7,0,,
1473319204,57D11124,2004-252T06,19,0,7,0,,
1473420004,57D29AE4,2004-253T10,23,0,7,1,,
1473466804,57D351B4,2004-253T23,24,0,7,0,,
1473682804,57D69D74,2004-256T11,22,0,7,0,,
1473697204,57D6D5B4,2004-256T15,15,0,7,0,,
1473718804,57D72A14,2004-256T21,20,0,7,0,,
1473895204,57D9DB24,2004-258T22,9,0,7,0,,
1473931204,57DA67C4,2004-259T08,13,0,7,0,,
1473985204,57DB3AB4,2004-259T23,16,0,7,0,,
1473988804,57DB48C4,2004-260T00,4,0,7,1,,
1473996004,57DB64E4,2004-260T02,6,0,7,0,,
1474003204,57DB8104,2004-260T04,10,0,7,0,,
1474021204,57DBC754,2004-260T09,15,0,7,0,,
1474118404,57DD4304,2004-261T12,18,1,7,0,,
1474269604,57DF91A4,2004-263T06,12,0,7,0,,
1474284004,57DFC9E4,2004-263T10,20,0,7,0,,
1474309204,57E02C54,2004-263T17,16,0,7,0,,
1474334404,57E08EC4,2004-264T00,16,0,7,0,,
1474348804,57E0C704,2004-264T04,6,0,7,2,,
1474395604,57E17DD4,2004-264T17,9,0,7,1,,
1474420804,57E1E044,2004-265T00,15,0,7,0,,
1474431604,57E20A74,2004-265T03,14,0,7,0,,
1474442404,57E234A4,2004-265T06,6,0,7,0,,
1474464004,57E28904,2004-265T12,11,0,7,0,,
1474622404,57E4F3C4,2004-267T08,17,0,7,0,,
1474626004,57E501D4,2004-267T09,22,0,7,0,,
1474651204,57E56444,2004-267T16,17,0,7,0,,
1474680004,57E5D4C4,2004-268T00,19,0,7,0,,
1474683604,57E5E2D4,2004-268T01,23,0,7,0,,
1474694404,57E60D04,2004-268T04,18,0,7,0,,
1474791604,57E788B4,2004-269T07,21,0,7,0,,
1474849204,57E869B4,2004-269T23,15,0,7,0,,
1474932004,57E9AD24,2004-270T22,13,0,7,0,,
1475018404,57EAFEA4,2004-271T22,25,0,7,0,,
1475040004,57EB5304,2004-272T04,25,0,7,0,,
1475061604,57EBA764,2004-272T10,26,0,7,0,,
1475151604,57ED06F4,2004-273T11,36,0,7,0,,
1475155204,57ED1504,2004-273T12,34,0,7,0,,
1475184004,57ED8584,2004-273T20,33,0,7,0,,
1475212804,57EDF604,2004-274T04,17,1,7,0,,
1475320804,57EF9BE4,2004-275T10,30,1,7,0,,
1475364004,57F044A4,2004-275T22,34,1,7,0,,
1475371204,57F060C4,2004-276T00,20,0,7,0,,
1475400004,57F0D144,2004-276T08,22,0,7,0,,
1475403604,57F0DF54,2004-276T09,23,0,7,0,,
1475414404,57F10984,2004-276T12,22,0,7,0,,
1475461204,57F1C054,2004-277T01,29,0,7,0,,
1475533204,57F2D994,2004-277T21,30,1,7,0,,
1475580004,57F39064,2004-278T10,29,0,7,0,,
1475583604,57F39E74,2004-278T11,32,0,7,1,,
1475824804,57F74CA4,2004-281T06,21,0,7,0,,
1475875204,57F81184,2004-281T20,12,0,7,0,,
1475986804,57F9C574,2004-283T03,18,0,7,0,,
1476102004,57FB8774,2004-284T11,16,0,7,0,,
1476112804,57FBB1A4,2004-284T14,18,0,7,0,,
1476163204,57FC7684,2004-285T04,19,0,7,0,,
1476170404,57FC92A4,2004-285T06,19,0,7,1,,
1476192004,57FCE704,2004-285T12,19,0,7,0,,
1476199204,57FD0324,2004-285T14,16,1,7,0,,
1476220804,57FD5784,2004-285T20,24,0,7,0,,
1476242404,57FDABE4,2004-286T02,20,0,7,0,,
1476310804,57FEB714,2004-286T21,39,0,7,0,,
1476361204,57FF7BF4,2004-287T11,43,0,7,0,,
1476364804,57FF8A04,2004-287T12,45,1,7,1,,
1476390004,57FFEC74,2004-287T19,27,0,7,0,,
1476469204,580121D4,2004-288T17,17,0,7,0,,
1476480004,58014C04,2004-288T20,13,0,7,0,,
1476490804,58017634,2004-288T23,8,0,7,0,,
1476508804,5801BC84,2004-289T04,2,0,7,0,,
1476634804,5803A8B4,2004-290T15,23,0,7,0,,
1476678004,58045174,2004-291T03,30,0,7,0,,
1476685204,58046D94,2004-291T05,27,0,7,0,,
1476699604,5804A5D4,2004-291T09,35,0,7,0,,
1476703204,5804B3E4,2004-291T10,28,0,7,0,,
1476782404,5805E944,2004-292T08,28,0,7,0,,
1476843604,5806D854,2004-293T01,14,0,7,0,,
1476876004,5.81E+09,2004-293T10,16,0,7,0,,
1477038004,5809CFB4,2004-295T07,11,0,7,0,,
1477066804,580A4034,2004-295T15,17,0,7,0,,
1477077604,580A6A64,2004-295T18,22,1,7,0,,
1477095604,580AB0B4,2004-295T23,22,0,7,0,,
1477117204,580B0514,2004-296T05,14,1,7,0,,
1477128004,580B2F44,2004-296T08,29,0,7,0,,
1477164004,580BBBE4,2004-296T18,26,0,7,0,,
1477167604,580BC9F4,2004-296T19,22,0,7,0,,
1477171204,580BD804,2004-296T20,22,1,7,0,,
1477185604,580C1044,2004-297T00,18,0,7,0,,
1477203604,580C5694,2004-297T05,23,0,7,0,,
1477221604,580C9CE4,2004-297T10,26,0,7,0,,
1477232404,580CC714,2004-297T13,38,0,7,0,,
1477254004,580D1B74,2004-297T19,22,0,7,0,,
1477362004,580EC154,2004-299T01,17,0,7,0,,
1477394404,580F3FE4,2004-299T10,21,1,7,0,,
1477480804,58109164,2004-300T10,12,0,7,0,,
1477498804,5810D7B4,2004-300T15,13,0,7,1,,
1477606804,58127D94,2004-301T21,16,0,7,0,,
1477722004,58143F94,2004-303T05,16,0,7,0,,
1477808404,58159114,2004-304T05,27,0,7,0,,
1477858804,581655F4,2004-304T19,5,0,7,0,,
1477866004,58167214,2004-304T21,6,0,7,0,,
1477898404,5816F0A4,2004-305T06,5,0,7,0,,
1477916404,581736F4,2004-305T11,17,0,7,0,,
1477920004,58174504,2004-305T12,24,0,7,0,,
1477981204,58183414,2004-306T05,26,0,7,0,,
1478017204,5818C0B4,2004-306T15,22,0,7,0,,
1478020804,5818CEC4,2004-306T16,17,0,7,0,,
1478100004,581A0424,2004-307T14,14,0,7,0,,
1478132404,581A82B4,2004-307T23,11,0,7,0,,
1478193604,581B71C4,2004-308T16,10,0,7,0,,
1478280004,581CC344,2004-309T16,18,0,7,0,,
1478301604,581D17A4,2004-309T22,18,0,7,0,,
1478377204,581E3EF4,2004-310T19,31,0,7,0,,
1478380804,581E4D04,2004-310T20,43,0,7,0,,
1478427604,581F03D4,2004-311T09,24,0,7,0,,
1478431204,581F11E4,2004-311T10,27,0,7,0,,
1478470804,581FAC94,2004-311T21,15,0,7,0,,
1478553604,5820F004,2004-312T20,23,0,7,0,,
1478589604,58217CA4,2004-313T06,19,0,7,0,,
1478658004,582287D4,2004-314T01,10,0,7,1,,
1478694004,58231474,2004-314T11,34,0,7,0,,
1478827204,58251CC4,2004-316T00,23,0,7,0,,
1478935204,5826C2A4,2004-317T06,86,1,7,0,,
1478949604,5826FAE4,2004-317T10,30,0,7,0,,
1479028804,58283044,2004-318T08,14,1,7,0,,
1479050404,582884A4,2004-318T14,23,0,7,1,,
1479176404,582A70D4,2004-320T01,27,0,7,0,,
1479237604,582B5FE4,2004-320T18,24,1,7,0,,
1479277204,582BFA94,2004-321T05,19,0,7,0,,
1479370804,582D6834,2004-322T07,35,0,7,0,,
1479446404,582E8F84,2004-323T04,27,0,7,0,,
1479460804,582EC7C4,2004-323T08,32,0,7,0,,
1479464404,582ED5D4,2004-323T09,22,0,7,0,,
1479532804,582FE104,2004-324T04,80,1,7,0,,
1479579604,583097D4,2004-324T17,79,1,7,1,,
1479799204,5833F1A4,2004-327T06,19,0,7,0,,
1479853204,5834C494,2004-327T21,19,0,7,0,,
1479867604,5834FCD4,2004-328T01,25,0,7,0,,
1479954004,5.84E+58,2004-329T01,34,0,7,0,,
1479986404,5836CCE4,2004-329T10,30,0,7,0,,
1480173604,5839A824,2004-331T14,21,0,7,0,,
1480332004,583C12E4,2004-333T10,15,0,7,0,,
1480346404,583C4B24,2004-333T14,19,0,7,0,,
1480486804,583E6F94,2004-335T05,32,0,7,0,,
1480692004,58419124,2004-337T14,27,0,7,0,,
1480731604,58422BD4,2004-338T01,21,0,7,0,,
1480792804,58431AE4,2004-338T18,17,0,7,0,,
1480954804,584593B4,2004-340T15,17,0,7,0,,
1480965604,5845BDE4,2004-340T18,14,0,7,0,,
1481077204,584771D4,2004-342T01,20,0,7,0,,
1481091604,5847AA14,2004-342T05,18,0,7,0,,
1481138404,5.85E+09,2004-342T18,19,0,7,0,,
1481246404,584A06C4,2004-344T00,22,1,7,0,,
1481278804,584A8554,2004-344T09,23,0,7,0,,
1481286004,584AA174,2004-344T11,25,0,7,0,,
1481289604,584AAF84,2004-344T12,28,0,7,1,,
1481372404,584BF2F4,2004-345T11,141,3,7,1,,
1481408404,584C7F94,2004-345T21,25,0,7,0,,
1481415604,584C9BB4,2004-345T23,29,0,7,0,,
1481433604,584CE204,2004-346T04,36,1,7,0,,
1481437204,584CF014,2004-346T05,29,0,7,0,,
1481484004,584DA6E4,2004-346T18,9,0,7,0,,
1481595604,584F5AD4,2004-348T01,25,0,7,0,,
1481624404,584FCB54,2004-348T09,26,0,7,0,,
1481653204,58503BD4,2004-348T17,20,0,7,0,,
1481725204,58515514,2004-349T13,18,0,7,1,,
1481822404,5852D0C4,2004-350T16,23,0,7,0,,
1481847604,58533334,2004-350T23,20,1,7,0,,
1481908804,58542244,2004-351T16,14,0,7,0,,
1481912404,58543054,2004-351T17,20,0,7,0,,
1482006004,58559DF4,2004-352T19,10,0,7,0,,
1482045604,585638A4,2004-353T06,19,0,7,0,,
1482139204,5857A644,2004-354T08,20,0,7,0,,
1482204004,5858A364,2004-355T02,6,26,7,10,,
1482214804,5858CD94,2004-355T05,12,0,7,0,,
1482268804,5859A084,2004-355T20,7,0,7,0,,
1482283204,5859D8C4,2004-356T00,5,0,7,0,,
1482420004,585BEF24,2004-357T14,22,0,7,2,,
1482470404,585CB404,2004-358T04,18,0,7,0,,
1482531604,585DA314,2004-358T21,11,1,7,0,,
1482535204,585DB124,2004-358T22,14,0,7,0,,
1482574804,585E4BD4,2004-359T09,12,0,7,0,,
1482596404,585EA034,2004-359T15,11,0,7,0,,
1482639604,585F48F4,2004-360T03,12,0,7,0,,
1482650404,585F7324,2004-360T06,6,0,7,0,,
1482700804,58603804,2004-360T20,12,0,7,0,,
1482772804,58615144,2004-361T16,11,0,7,0,,
1482783604,58617B74,2004-361T19,8,0,7,0,,
1482844804,58626A84,2004-362T12,10,0,7,0,,
1482862804,5862B0D4,2004-362T17,15,0,7,0,,
1482866404,5862BEE4,2004-362T18,31,0,7,0,,
1482996004,5864B924,2004-364T06,49,0,7,1,,
1483075204,5865EE84,2004-365T04,20,0,7,0,,
1483078804,5865FC94,2004-365T05,24,0,7,0,,
1483089604,586626C4,2004-365T08,28,0,7,2,,
1483093204,586634D4,2004-365T09,36,0,7,0,,
1483226404,58683D24,2004-366T22,58,0,7,0,,
1483251604,58689F94,2005-001T05,32,0,7,0,,
1483327204,5869C6E4,2005-002T02,92,0,7,0,,
1483356004,586A3764,2005-002T10,105,0,7,0,,
1483384804,586AA7E4,2005-002T18,48,1,7,0,,
1483467604,586BEB54,2005-003T17,234,0,7,0,,
1483474804,586C0774,2005-003T19,220,0,7,0,,
1483561204,586D58F4,2005-004T19,42,0,7,0,,
1483582804,586DAD54,2005-005T01,18,0,7,0,,
1483586404,586DBB64,2005-005T02,22,0,7,0,,
1483633204,586E7234,2005-005T15,12,0,7,0,,
1483651204,586EB884,2005-005T20,15,0,7,0,,
1483680004,586F2904,2005-006T04,23,0,7,0,,
1483698004,586F6F54,2005-006T09,19,0,7,0,,
1483748404,58703434,2005-006T23,188,0,7,0,,
1483795204,5870EB04,2005-007T12,195,0,7,0,,
1483892404,587266B4,2005-008T15,81,0,7,0,,
1483950004,587347B4,2005-009T07,166,0,7,1,,
1483975204,5873AA24,2005-009T14,213,0,7,1,,
1483993204,5873F074,2005-009T19,149,0,7,0,,
1484014804,587444D4,2005-010T01,200,1,7,0,,
1484040004,5874A744,2005-010T08,221,0,7,0,,
1484065204,587509B4,2005-010T15,99,0,7,0,,
1484097604,58758844,2005-011T00,289,0,7,0,,
1484126404,5875F8C4,2005-011T08,224,0,7,0,,
1484130004,587606D4,2005-011T09,246,0,7,0,,
1484162404,58768564,2005-011T18,97,0,7,0,,
1484252404,5877E4F4,2005-012T19,56,1,7,0,,
1484270404,58782B44,2005-013T00,18,0,7,0,,
1484306404,5878B7E4,2005-013T10,64,0,7,0,,
1484436004,587AB224,2005-014T22,6,0,7,0,,
1484547604,587C6614,2005-016T05,16,0,7,0,,
1484576404,587CD694,2005-016T13,27,0,7,1,,
1484587204,587D00C4,2005-016T16,15,0,7,0,,
1484623204,587D8D64,2005-017T02,24,1,7,1,,
1484670004,587E4434,2005-017T15,21,0,7,1,,
1484742004,587F5D74,2005-018T11,23,0,7,0,,
1484774404,587FDC04,2005-018T20,23,0,7,0,,
1484778004,587FEA14,2005-018T21,28,0,7,0,,
1484835604,5880CB14,2005-019T13,80,0,7,0,,
1484961604,5882B744,2005-021T00,13,0,7,0,,
1485080404,58848754,2005-022T09,16,0,7,0,,
1485102004,5884DBB4,2005-022T15,37,4,7,0,,
1485220804,5886ABC4,2005-024T00,16,0,7,0,,
1485246004,5.89E+38,2005-024T07,12,0,7,0,,
1485379204,58891684,2005-025T20,20,0,7,0,,
1485408004,58898704,2005-026T04,22,0,7,0,,
1485422404,5889BF44,2005-026T08,79,0,7,0,,
1485530404,588B6524,2005-027T14,28,0,7,0,,
1485548404,588BAB74,2005-027T19,32,0,7,0,,
1485552004,588BB984,2005-027T20,29,0,7,0,,
1485847204,58903AA4,2005-031T06,33,0,7,0,,
1485883204,5890C744,2005-031T16,24,1,7,0,,
1485894004,5890F174,2005-031T19,24,0,7,1,,
