2000-01-01 00:00:00	71 
2000-01-02 00:00:00	75 
2000-01-03 00:00:00	80 
2000-01-04 00:00:00	95 
2000-01-05 00:00:00	108 
2000-01-06 00:00:00	126 
2000-01-07 00:00:00	126 
2000-01-08 00:00:00	111 
2000-01-09 00:00:00	112 
2000-01-10 00:00:00	96 
2000-01-11 00:00:00	133 
2000-01-12 00:00:00	198 
2000-01-13 00:00:00	226 
2000-01-14 00:00:00	242 
2000-01-15 00:00:00	232 
2000-01-16 00:00:00	241 
2000-01-17 00:00:00	193 
2000-01-18 00:00:00	177 
2000-01-19 00:00:00	168 
2000-01-20 00:00:00	140 
2000-01-21 00:00:00	130 
2000-01-22 00:00:00	124 
2000-01-23 00:00:00	121 
2000-01-24 00:00:00	118 
2000-01-25 00:00:00	126 
2000-01-26 00:00:00	114 
2000-01-27 00:00:00	103 
2000-01-28 00:00:00	89 
2000-01-29 00:00:00	90 
2000-01-30 00:00:00	75 
2000-01-31 00:00:00	86 
2000-02-01 00:00:00	104 
2000-02-02 00:00:00	94 
2000-02-03 00:00:00	119 
2000-02-04 00:00:00	145 
2000-02-05 00:00:00	153 
2000-02-06 00:00:00	200 
2000-02-07 00:00:00	191 
2000-02-08 00:00:00	188 
2000-02-09 00:00:00	160 
2000-02-10 00:00:00	179 
2000-02-11 00:00:00	167 
2000-02-12 00:00:00	166 
2000-02-13 00:00:00	158 
2000-02-14 00:00:00	175 
2000-02-15 00:00:00	173 
2000-02-16 00:00:00	192 
2000-02-17 00:00:00	160 
2000-02-18 00:00:00	153 
2000-02-19 00:00:00	131 
2000-02-20 00:00:00	112 
2000-02-21 00:00:00	135 
2000-02-22 00:00:00	147 
2000-02-23 00:00:00	139 
2000-02-24 00:00:00	180 
2000-02-25 00:00:00	192 
2000-02-26 00:00:00	211 
2000-02-27 00:00:00	220 
2000-02-28 00:00:00	222 
2000-02-29 00:00:00	238 
2000-03-01 00:00:00	217 
2000-03-02 00:00:00	204 
2000-03-03 00:00:00	179 
2000-03-04 00:00:00	178 
2000-03-05 00:00:00	178 
2000-03-06 00:00:00	203 
2000-03-07 00:00:00	244 
2000-03-08 00:00:00	228 
2000-03-09 00:00:00	229 
2000-03-10 00:00:00	215 
2000-03-11 00:00:00	200 
2000-03-12 00:00:00	192 
2000-03-13 00:00:00	190 
2000-03-14 00:00:00	181 
2000-03-15 00:00:00	162 
2000-03-16 00:00:00	157 
2000-03-17 00:00:00	149 
2000-03-18 00:00:00	159 
2000-03-19 00:00:00	198 
2000-03-20 00:00:00	236 
2000-03-21 00:00:00	233 
2000-03-22 00:00:00	245 
2000-03-23 00:00:00	286 
2000-03-24 00:00:00	295 
2000-03-25 00:00:00	291 
2000-03-26 00:00:00	267 
2000-03-27 00:00:00	244 
2000-03-28 00:00:00	266 
2000-03-29 00:00:00	233 
2000-03-30 00:00:00	233 
2000-03-31 00:00:00	258 
2000-04-01 00:00:00	285 
2000-04-02 00:00:00	294 
2000-04-03 00:00:00	270 
2000-04-04 00:00:00	250 
2000-04-05 00:00:00	197 
2000-04-06 00:00:00	165 
2000-04-07 00:00:00	143 
2000-04-08 00:00:00	153 
2000-04-09 00:00:00	165 
2000-04-10 00:00:00	156 
2000-04-11 00:00:00	146 
2000-04-12 00:00:00	172 
2000-04-13 00:00:00	180 
2000-04-14 00:00:00	174 
2000-04-15 00:00:00	160 
2000-04-16 00:00:00	150 
2000-04-17 00:00:00	168 
2000-04-18 00:00:00	143 
2000-04-19 00:00:00	157 
2000-04-20 00:00:00	185 
2000-04-21 00:00:00	195 
2000-04-22 00:00:00	221 
2000-04-23 00:00:00	259 
2000-04-24 00:00:00	244 
2000-04-25 00:00:00	230 
2000-04-26 00:00:00	208 
2000-04-27 00:00:00	180 
2000-04-28 00:00:00	189 
2000-04-29 00:00:00	153 
2000-04-30 00:00:00	153 
