	date	rate
2196	2010-01-05	1.8181818181818181
2197	2010-01-06	1.9090909090909092
2198	2010-01-07	1.6363636363636365
2199	2010-01-08	1.4545454545454546
2200	2010-01-09	1.4545454545454546
2201	2010-01-10	1.5454545454545454
2202	2010-01-11	1.4545454545454546
2203	2010-01-12	1.5454545454545454
2204	2010-01-13	1.5454545454545454
2205	2010-01-14	1.4545454545454546
2206	2010-01-15	1.3636363636363635
2207	2010-01-16	1.0909090909090908
2208	2010-01-17	0.9090909090909091
2209	2010-01-18	1.0
2210	2010-01-19	1.1818181818181819
2211	2010-01-20	1.0909090909090908
2212	2010-01-21	1.2727272727272727
2213	2010-01-22	1.0909090909090908
2214	2010-01-23	1.0909090909090908
2215	2010-01-24	1.0
2216	2010-01-25	0.9090909090909091
2217	2010-01-26	1.2727272727272727
2218	2010-01-27	1.3636363636363635
2219	2010-01-28	1.1818181818181819
2220	2010-01-29	1.1818181818181819
2221	2010-01-30	1.2727272727272727
2222	2010-01-31	1.3636363636363635
2223	2010-02-01	1.3636363636363635
2224	2010-02-02	1.3636363636363635
2225	2010-02-03	1.4545454545454546
2226	2010-02-04	1.5454545454545454
2227	2010-02-05	1.1818181818181819
2228	2010-02-06	1.1818181818181819
2229	2010-02-07	1.1818181818181819
2230	2010-02-08	1.0
2231	2010-02-09	1.0909090909090908
2232	2010-02-10	0.8181818181818182
2233	2010-02-11	1.0909090909090908
2234	2010-02-12	1.1818181818181819
2235	2010-02-13	1.2727272727272727
2236	2010-02-14	1.2727272727272727
2237	2010-02-15	1.3636363636363635
2238	2010-02-16	1.3636363636363635
2239	2010-02-17	1.3636363636363635
2240	2010-02-18	1.7272727272727273
2241	2010-02-19	1.7272727272727273
2242	2010-02-20	1.9090909090909092
2243	2010-02-21	1.8181818181818181
2244	2010-02-22	1.6363636363636365
2245	2010-02-23	1.6363636363636365
2246	2010-02-24	1.7272727272727273
2247	2010-02-25	1.9090909090909092
2248	2010-02-26	1.8181818181818181
2249	2010-02-27	1.9090909090909092
2250	2010-02-28	1.5454545454545454
2251	2010-03-01	1.2727272727272727
2252	2010-03-02	1.0
2253	2010-03-03	1.0
2254	2010-03-04	1.3636363636363635
2255	2010-03-05	1.3636363636363635
2256	2010-03-06	1.4545454545454546
2257	2010-03-07	1.1818181818181819
2258	2010-03-08	1.4545454545454546
2259	2010-03-09	1.6363636363636365
2260	2010-03-10	1.6363636363636365
2261	2010-03-11	2.090909090909091
2262	2010-03-12	2.1818181818181817
2263	2010-03-13	2.0
2264	2010-03-14	1.7272727272727273
2265	2010-03-15	1.5454545454545454
2266	2010-03-16	1.3636363636363635
2267	2010-03-17	1.4545454545454546
2268	2010-03-18	1.1818181818181819
2269	2010-03-19	0.9090909090909091
2270	2010-03-20	0.9090909090909091
2271	2010-03-21	0.5454545454545454
2272	2010-03-22	0.5454545454545454
2273	2010-03-23	0.9090909090909091
2274	2010-03-24	0.9090909090909091
2275	2010-03-25	1.0909090909090908
2276	2010-03-26	1.1818181818181819
2277	2010-03-27	1.4545454545454546
2278	2010-03-28	1.4545454545454546
2279	2010-03-29	1.4545454545454546
2280	2010-03-30	1.5454545454545454
2281	2010-03-31	1.5454545454545454
2282	2010-04-01	1.4545454545454546
2283	2010-04-02	1.1818181818181819
2284	2010-04-03	1.1818181818181819
2285	2010-04-04	1.1818181818181819
2286	2010-04-05	1.1818181818181819
2287	2010-04-06	0.8181818181818182
2288	2010-04-07	1.1818181818181819
2289	2010-04-08	1.2727272727272727
2290	2010-04-09	1.1818181818181819
2291	2010-04-10	1.2727272727272727
2292	2010-04-11	1.6363636363636365
2293	2010-04-12	1.6363636363636365
2294	2010-04-13	1.7272727272727273
2295	2010-04-14	1.8181818181818181
2296	2010-04-15	1.8181818181818181
2297	2010-04-16	2.0
2298	2010-04-17	1.9090909090909092
2299	2010-04-18	2.090909090909091
2300	2010-04-19	2.090909090909091
2301	2010-04-20	2.0
2302	2010-04-21	1.8181818181818181
2303	2010-04-22	1.9090909090909092
2304	2010-04-23	1.8181818181818181
2305	2010-04-24	1.6363636363636365
2306	2010-04-25	1.6363636363636365
2307	2010-04-26	1.5454545454545454
2308	2010-04-27	1.3636363636363635
2309	2010-04-28	1.0909090909090908
2310	2010-04-29	1.0909090909090908
2311	2010-04-30	1.1818181818181819
2312	2010-05-01	1.3636363636363635
2313	2010-05-02	1.4545454545454546
2314	2010-05-03	1.6363636363636365
2315	2010-05-04	1.6363636363636365
2316	2010-05-05	1.6363636363636365
2317	2010-05-06	1.6363636363636365
2318	2010-05-07	1.7272727272727273
2319	2010-05-08	1.9090909090909092
2320	2010-05-09	1.9090909090909092
2321	2010-05-10	1.8181818181818181
2322	2010-05-11	1.5454545454545454
2323	2010-05-12	1.2727272727272727
2324	2010-05-13	1.1818181818181819
2325	2010-05-14	1.1818181818181819
2326	2010-05-15	1.1818181818181819
2327	2010-05-16	1.1818181818181819
2328	2010-05-17	1.1818181818181819
2329	2010-05-18	1.0909090909090908
2330	2010-05-19	1.0909090909090908
2331	2010-05-20	1.1818181818181819
2332	2010-05-21	1.1818181818181819
2333	2010-05-22	1.3636363636363635
2334	2010-05-23	1.1818181818181819
2335	2010-05-24	1.0909090909090908
2336	2010-05-25	1.0
2337	2010-05-26	1.0909090909090908
2338	2010-05-27	0.9090909090909091
2339	2010-05-28	1.0
2340	2010-05-29	1.0
2341	2010-05-30	0.9090909090909091
2342	2010-05-31	1.0909090909090908
2343	2010-06-01	1.1818181818181819
2344	2010-06-02	1.2727272727272727
2345	2010-06-03	1.4545454545454546
2346	2010-06-04	1.4545454545454546
2347	2010-06-05	1.3636363636363635
2348	2010-06-06	1.5454545454545454
2349	2010-06-07	1.5454545454545454
2350	2010-06-08	1.4545454545454546
2351	2010-06-09	1.3636363636363635
2352	2010-06-10	1.3636363636363635
2353	2010-06-11	1.3636363636363635
2354	2010-06-12	1.3636363636363635
2355	2010-06-13	1.4545454545454546
2356	2010-06-14	1.5454545454545454
2357	2010-06-15	1.7272727272727273
2358	2010-06-16	1.6363636363636365
2359	2010-06-17	1.6363636363636365
2360	2010-06-18	1.6363636363636365
2361	2010-06-19	1.9090909090909092
2362	2010-06-20	1.6363636363636365
2363	2010-06-21	1.4545454545454546
2364	2010-06-22	1.6363636363636365
2365	2010-06-23	1.3636363636363635
2366	2010-06-24	1.2727272727272727
2367	2010-06-25	1.0909090909090908
2368	2010-06-26	1.0909090909090908
2369	2010-06-27	0.9090909090909091
2370	2010-06-28	1.1818181818181819
2371	2010-06-29	0.9090909090909091
2372	2010-06-30	1.0909090909090908
2373	2010-07-01	1.0909090909090908
2374	2010-07-02	0.9090909090909091
2375	2010-07-03	1.1818181818181819
2376	2010-07-04	1.3636363636363635
2377	2010-07-05	1.3636363636363635
2378	2010-07-06	1.2727272727272727
2379	2010-07-07	1.3636363636363635
2380	2010-07-08	1.2727272727272727
2381	2010-07-09	1.5454545454545454
2382	2010-07-10	1.4545454545454546
2383	2010-07-11	1.5454545454545454
2384	2010-07-12	1.4545454545454546
2385	2010-07-13	1.3636363636363635
2386	2010-07-14	1.1818181818181819
2387	2010-07-15	1.3636363636363635
2388	2010-07-16	1.3636363636363635
2389	2010-07-17	1.4545454545454546
2390	2010-07-18	1.4545454545454546
2391	2010-07-19	1.1818181818181819
2392	2010-07-20	1.0909090909090908
2393	2010-07-21	1.0909090909090908
2394	2010-07-22	1.1818181818181819
2395	2010-07-23	1.1818181818181819
2396	2010-07-24	1.2727272727272727
2397	2010-07-25	1.0
2398	2010-07-26	1.6363636363636365
2399	2010-07-27	1.6363636363636365
2400	2010-07-28	1.7272727272727273
2401	2010-07-29	1.7272727272727273
2402	2010-07-30	1.7272727272727273
2403	2010-07-31	1.8181818181818181
2404	2010-08-01	2.0
2405	2010-08-02	2.1818181818181817
2406	2010-08-03	2.1818181818181817
2407	2010-08-04	2.1818181818181817
2408	2010-08-05	1.7272727272727273
2409	2010-08-06	1.6363636363636365
2410	2010-08-07	1.3636363636363635
2411	2010-08-08	1.5454545454545454
2412	2010-08-09	1.6363636363636365
2413	2010-08-10	1.6363636363636365
2414	2010-08-11	1.4545454545454546
2415	2010-08-12	1.0909090909090908
2416	2010-08-13	1.0
2417	2010-08-14	1.1818181818181819
2418	2010-08-15	1.0
2419	2010-08-16	1.1818181818181819
2420	2010-08-17	1.1818181818181819
2421	2010-08-18	1.1818181818181819
2422	2010-08-19	1.3636363636363635
2423	2010-08-20	1.2727272727272727
2424	2010-08-21	1.6363636363636365
2425	2010-08-22	1.8181818181818181
2426	2010-08-23	1.9090909090909092
2427	2010-08-24	1.8181818181818181
2428	2010-08-25	2.0
2429	2010-08-26	1.8181818181818181
2430	2010-08-27	1.9090909090909092
2431	2010-08-28	1.9090909090909092
2432	2010-08-29	1.6363636363636365
2433	2010-08-30	1.6363636363636365
2434	2010-08-31	1.1818181818181819
2435	2010-09-01	1.0
2436	2010-09-02	1.1818181818181819
2437	2010-09-03	1.2727272727272727
2438	2010-09-04	1.2727272727272727
2439	2010-09-05	1.4545454545454546
2440	2010-09-06	1.5454545454545454
2441	2010-09-07	1.4545454545454546
2442	2010-09-08	1.6363636363636365
2443	2010-09-09	1.6363636363636365
2444	2010-09-10	1.9090909090909092
2445	2010-09-11	2.0
2446	2010-09-12	1.6363636363636365
2447	2010-09-13	1.6363636363636365
2448	2010-09-14	1.4545454545454546
2449	2010-09-15	1.1818181818181819
2450	2010-09-16	1.2727272727272727
2451	2010-09-17	1.4545454545454546
2452	2010-09-18	1.4545454545454546
2453	2010-09-19	1.2727272727272727
2454	2010-09-20	1.1818181818181819
2455	2010-09-21	1.1818181818181819
2456	2010-09-22	1.3636363636363635
2457	2010-09-23	1.2727272727272727
2458	2010-09-24	1.3636363636363635
2459	2010-09-25	1.4545454545454546
2460	2010-09-26	1.4545454545454546
2461	2010-09-27	1.1818181818181819
2462	2010-09-28	1.0909090909090908
2463	2010-09-29	1.0909090909090908
